nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,244965_at,T,F,ATCG00590,ORF31,electron carriers,0.897246969,0.765912847
2,244966_at,T,F,ATCG00600,PETG,PETG,0.886271749,0.789055144
2,244967_at,T,F,ATCG00630,PSAJ,PSAJ,0.899662464,0.73865615
2,244968_at,T,F,ATCG00640,RPL33,ribosomal protein L33,0.897148511,0.753824277
2,244969_at,T,F,ATCG00650,RPS18,ribosomal protein S18,0.905410318,0.757974061
2,244970_at,T,F,ATCG00660,RPL20,ribosomal protein L20,0.871213302,0.713690828
2,244971_at,T,F,ATCG00670,PCLPP|CLPP1,plastid-encoded CLP P,0.868505645,0.692333621
2,244972_at,T,F,ATCG00680,PSBB,photosystem II reaction center protein B,0.848352451,0.748790598
2,244973_at,T,F,ATCG00690,PSBT|PSBTC,photosystem II reaction center protein T,0.833555401,0.741950021
2,244974_at,T,F,ATCG00700,PSBN,photosystem II reaction center protein N,0.888515693,0.798230415
2,244975_at,T,F,ATCG00710,PSBH,photosystem II reaction center protein H,0.897885623,0.757410224
2,244976_at,T,F,ATCG00720,PETB,photosynthetic electron transfer B,0.884441729,0.748242533
2,244977_at,T,F,ATCG00730,PETD,photosynthetic electron transfer D,0.912871303,0.795319601
2,244978_at,T,F,ATCG00740,RPOA,RNA polymerase subunit alpha,0.845807946,0.762905449
2,244979_at,T,F,ATCG00750,RPS11,ribosomal protein S11,0.902201252,0.752423322
2,244980_at,T,F,ATCG00760,RPL36,ribosomal protein L36,0.898581634,0.756285418
2,244981_at,T,F,ATCG00770,RPS8,ribosomal protein S8,0.90397376,0.739162759
2,244982_at,T,F,ATCG00780,RPL14,ribosomal protein L14,0.909080144,0.726976561
2,244983_at,T,F,ATCG00790,RPL16,ribosomal protein L16,0.880135084,0.754485668
2,244984_at,T,F,ATCG00800,ATCG00800,structural constituent of ribosome,0.888780861,0.742299507
2,244985_at,T,F,ATCG00810,RPL22,ribosomal protein L22,0.893460016,0.716542835
2,244986_at,T,F,ATCG00820,RPS19,ribosomal protein S19,0.879174989,0.713807987
2,244987_s_at,F,NA,ATCG00830,RPL2.1,ribosomal protein L2,0.852869328,0.673754939
2,244988_s_at,F,NA,ATCG00840,RPL23.1|RPL23,ribosomal protein L23.1,0.899443624,0.74727476
2,244989_s_at,F,NA,ATCG01280,YCF2.2,"Chloroplast Ycf2;ATPase, AAA type, core",0.794825391,0.787678044
2,244990_s_at,F,NA,ATCG00870,ORF77.1,"Protein precursor Ycf15, putative, chloroplast",0.809553763,0.724539653
2,244991_s_at,F,NA,ATCG01250,NDHB.2,NADH-Ubiquinone/plastoquinone (complex I) protein,0.855705338,0.819363062
2,244992_s_at,F,NA,ATCG01240,RPS7.2,ribosomal protein S7,0.834328129,0.657330876
2,244993_s_at,F,NA,ATCG01000,YCF1.1,Ycf1 protein,0.87447482,0.712979681
2,244994_at,T,F,ATCG01010,NDHF,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 protein",0.92285237,0.789872721
2,244995_at,T,F,ATCG00150,ATPI,"ATPase, F0 complex, subunit A protein",0.88922243,0.775585797
2,244996_at,T,F,ATCG00160,RPS2,ribosomal protein S2,0.873177176,0.699750505
2,244997_at,T,F,ATCG00170,RPOC2,DNA-directed RNA polymerase family protein,0.902475229,0.693282097
2,244998_at,T,F,ATCG00180,RPOC1,DNA-directed RNA polymerase family protein,0.903282941,0.753290104
2,244999_at,T,F,ATCG00190,RPOB,RNA polymerase subunit beta,0.882885998,0.76858279
2,245000_at,T,F,ATCG00210,YCF6,"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem IIs",0.671986426,0.663323874
2,245001_at,T,F,ATCG00220,PSBM,photosystem II reaction center protein M,0.887704471,0.799697802
2,245002_at,T,F,ATCG00270,PSBD,photosystem II reaction center protein D,0.89350819,0.776349279
2,245003_at,T,F,ATCG00280,PSBC,photosystem II reaction center protein C,0.902600983,0.769155329
2,245004_at,T,F,ATCG00300,YCF9,YCF9,0.887724605,0.758124029
2,245005_at,T,F,ATCG00330,RPS14,chloroplast ribosomal protein S14,0.758610072,0.801105302
2,245006_at,T,F,ATCG00340,PSAB,"Photosystem I, PsaA/PsaB protein",0.855557113,0.710022622
2,245007_at,T,F,ATCG00350,PSAA,"Photosystem I, PsaA/PsaB protein",0.899063546,0.747761447
2,245008_at,T,F,ATCG00360,YCF3,Tetratricopeptide repeat (TPR)-like superfamily protein,0.899209288,0.74989235
2,245009_at,T,F,ATCG00380,RPS4,chloroplast ribosomal protein S4,0.868199181,0.694023534
2,245010_at,T,F,ATCG00420,NDHJ,NADH dehydrogenase subunit J,0.908237138,0.795028705
2,245011_at,T,F,ATCG00430,PSBG,photosystem II reaction center protein G,0.903208097,0.796265705
2,245012_at,T,F,ATCG00440,NDHC,"NADH:ubiquinone/plastoquinone oxidoreductase, chain 3 protein",0.887336786,0.789421277
2,245013_at,T,F,ATCG00470,ATPE,ATP synthase epsilon chain,0.882741639,0.733304178
2,245014_at,T,F,ATCG00480,PB|ATPB,ATP synthase subunit beta,0.868537089,0.690375554
2,245015_at,T,F,ATCG00490,RBCL,ribulose-bisphosphate carboxylases,0.905089563,0.75734067
2,245016_at,T,F,ATCG00500,ACCD,acetyl-CoA carboxylase carboxyl transferase subunit beta,0.853021094,0.668101144
2,245017_at,T,F,ATCG00510,PSAI,photsystem I subunit I,0.87701699,0.718927519
2,245018_at,T,F,ATCG00520,YCF4,unfolded protein binding,0.892673782,0.760958381
2,245019_at,T,F,ATCG00530,YCF10,CemA-like proton extrusion protein-related,0.88638948,0.749316078
2,245020_at,T,F,ATCG00540,PETA,photosynthetic electron transfer A,0.891764239,0.747901916
2,245021_at,T,F,ATCG00550,PSBJ,photosystem II reaction center protein J,0.89020232,0.769165812
2,245022_at,T,F,ATCG00560,PSBL,photosystem II reaction center protein L,0.891716888,0.764703181
2,245023_at,T,F,ATCG00080,PSBI,photosystem II reaction center protein I,0.88620184,0.750842705
2,245024_at,T,F,ATCG00120,ATPA,ATP synthase subunit alpha,0.897531026,0.777478673
2,245025_at,T,F,ATCG00130,ATPF,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",0.903565871,0.782896855
2,245026_at,T,F,ATCG00140,ATPH,ATP synthase subunit C family protein,0.851728543,0.772836037
2,245027_at,T,F,AT2G26550,HO2,heme oxygenase 2,0.912271839,0.845494932
2,245029_at,T,F,AT2G26580,YAB5,plant-specific transcription factor YABBY family protein,0.893756279,0.786079722
2,245031_at,T,F,AT2G26360,AT2G26360,Mitochondrial substrate carrier family protein,0.890131596,0.761210176
2,245034_at,T,F,AT2G26390,AT2G26390,Serine protease inhibitor (SERPIN) family protein,0.738732473,0.678504104
2,245035_at,T,F,AT2G26400,ARD3|ARD|ATARD3,acireductone dioxygenase 3,0.870615483,0.731817684
2,245036_at,T,F,AT2G26410,Iqd4,IQ-domain 4,0.876026487,0.766707445
2,245037_at,T,F,AT2G26420,PIP5K3,1-phosphatidylinositol-4-phosphate 5-kinase 3,0.828247426,0.744761821
2,245039_at,T,F,AT2G26600,AT2G26600,Glycosyl hydrolase superfamily protein,0.833760569,0.676706006
2,245040_at,T,F,AT2G26520,AT2G26520,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G57500.1); Has 51 Blast hits to 51 proteins in 11 species: Archae - 0; Bacteria - 1; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.7432165,0.547470671
2,245042_at,T,F,AT2G26540,DUF3|ATDUF3|HEMD|ATUROS|UROS,uroporphyrinogen-III synthase family protein,0.871530451,0.81348838
2,245043_at,T,F,AT2G26430,ATRCY1|RCY1,arginine-rich cyclin 1,0.729210474,0.580784362
2,245044_at,T,F,AT2G26500,AT2G26500,"cytochrome b6f complex subunit (petM), putative",0.89601385,0.798019741
2,245045_at,T,F,AT2G26590,RPN13,regulatory particle non-ATPase 13,0.878155225,0.795118365
2,245046_at,T,F,AT2G26510,PDE135,Xanthine/uracil permease family protein,0.805721567,0.538242942
2,245047_at,T,F,ATCG00020,PSBA,photosystem II reaction center protein A,0.891666421,0.792809706
2,245048_at,T,F,ATCG00040,MATK,maturase K,0.889070298,0.738574868
2,245049_at,T,F,ATCG00050,RPS16,ribosomal protein S16,0.890674821,0.747659822
2,245050_at,T,F,ATCG00070,PSBK,photosystem II reaction center protein K precursor,0.890564521,0.750580526
2,245053_at,T,F,AT2G26450,AT2G26450,Plant invertase/pectin methylesterase inhibitor superfamily,0.769645962,0.597099867
2,245054_at,T,F,AT2G26460,SMU2,RED family protein,0.870870716,0.690695467
2,245056_at,T,F,AT2G26480,UGT76D1,UDP-glucosyl transferase 76D1,0.876209576,0.739352538
2,245057_at,T,F,AT2G26490,AT2G26490,Transducin/WD40 repeat-like superfamily protein,0.615643191,0.649085075
2,245060_at,T,F,AT2G39770,CYT1|EMB101|GMP1|VTC1|SOZ1,Glucose-1-phosphate adenylyltransferase family protein,0.664465027,0.844783187
2,245061_at,T,F,AT2G39730,RCA,rubisco activase,0.895861984,0.776464346
2,245062_at,T,F,AT2G39760,BPM3|ATBPM3,BTB/POZ/MATH-domains containing protein,0.868267144,0.666939492
2,245063_at,T,F,AT2G39795,AT2G39795,Mitochondrial glycoprotein family protein,0.77224258,0.648130298
2,245064_at,T,F,AT2G39725,AT2G39725,LYR family of Fe/S cluster biogenesis protein,0.869521989,0.641868535
2,245067_at,T,F,AT2G39780,RNS2,ribonuclease 2,0.87859122,0.682263972
2,245072_s_at,F,NA,AT2G23190,CYP81D7,"cytochrome P450, family 81, subfamily D, polypeptide 7",0.767857127,0.722103772
2,245074_at,T,F,AT2G23200,AT2G23200,Protein kinase superfamily protein,0.532668001,0.742993354
2,245075_at,T,F,AT2G23180,CYP96A1,"cytochrome P450, family 96, subfamily A, polypeptide 1",0.822032553,0.77049919
2,245076_at,T,F,AT2G23170,GH3.3,Auxin-responsive GH3 family protein,0.81854326,0.763805045
2,245077_at,T,F,AT2G23160,AT2G23160,F-box family protein,0.867498494,0.72868509
2,245078_at,T,F,AT2G23340,DEAR3,DREB and EAR motif protein 3,0.54529784,0.731134598
2,245080_at,T,F,AT2G23300,AT2G23300,Leucine-rich repeat protein kinase family protein,0.922707638,0.857819834
2,245081_at,NA,NA,NA,NA,NA,0.819752372,0.747742929
2,245082_at,T,F,AT2G23270,AT2G23270,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, sperm cell, root, stamen; EXPRESSED DURING: 4 anthesis; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37290.1); Has 36 Blast hits to 35 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.687161241,0.630410844
2,245083_at,T,F,AT2G23310,ATRER1C1,Rer1 family protein,0.883755038,0.756790603
2,245085_at,T,F,AT2G23350,PABP4|PAB4,poly(A) binding protein 4,0.54052255,0.712865167
2,245087_at,T,F,AT2G39830,DAR2,DA1-related protein 2,0.850369504,0.644952714
2,245088_at,T,F,AT2G39850,AT2G39850,Subtilisin-like serine endopeptidase family protein,0.89007308,0.779191402
2,245089_at,T,F,AT2G45290,AT2G45290,Transketolase,0.905708873,0.808512514
2,245090_at,T,F,AT2G40900,AT2G40900,nodulin MtN21 /EamA-like transporter family protein,0.882472943,0.828862677
2,245092_at,T,F,AT2G40950,BZIP17,Basic-leucine zipper (bZIP) transcription factor family protein,0.758422927,0.770412984
2,245095_at,T,F,AT2G40860,AT2G40860,protein kinase family protein / protein phosphatase 2C ( PP2C) family protein,0.8329833,0.759782668
2,245096_at,T,F,AT2G40880,ATCYSA|CYSA|FL3-27,cystatin A,0.84383267,0.744956477
2,245098_at,T,F,AT2G40940,ERS1|ERS,ethylene response sensor 1,0.854170557,0.711450798
2,245100_at,T,F,AT2G40930,ATUBP5|PDE323|UBP5,ubiquitin-specific protease 5,0.74270029,0.516810629
2,245101_at,T,F,AT2G40890,CYP98A3,"cytochrome P450, family 98, subfamily A, polypeptide 3",0.778190678,0.641103277
2,245103_at,T,F,AT2G41590,AT2G41590,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25200.1); Has 221 Blast hits to 217 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 221; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.815907039,0.622909275
2,245106_at,T,F,AT2G41650,AT2G41650,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 3 Blast hits to 3 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.767612028,0.712298831
2,245107_at,T,F,AT2G41690,HSFB3|AT-HSFB3,heat shock transcription factor B3,0.83232098,0.735092766
2,245108_at,T,F,AT2G41510,ATCKX1|CKX1,cytokinin oxidase/dehydrogenase 1,0.808905397,0.586838276
2,245112_at,T,F,AT2G41540,GPDHC1,6-phosphogluconate dehydrogenase family protein,0.872607586,0.661317483
2,245113_at,T,F,AT2G41660,MIZ1,"Protein of unknown function, DUF617",0.836782767,0.807989445
2,245114_at,T,F,AT2G41630,TFIIB,transcription factor IIB,0.606612096,0.663309885
2,245116_at,T,F,AT2G41620,AT2G41620,Nucleoporin interacting component (Nup93/Nic96-like) family protein,0.820311453,0.710797668
2,245117_at,T,F,AT2G41560,ACA4,"autoinhibited Ca(2+)-ATPase, isoform 4",0.84853529,0.784522627
2,245118_at,T,F,AT2G41680,NTRC,NADPH-dependent thioredoxin reductase C,0.903099689,0.767037816
2,245120_at,T,F,AT2G39810,HOS1,ubiquitin-protein ligases,0.567210929,0.621564423
2,245121_at,T,F,AT2G47610,AT2G47610,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein,0.834287994,0.82890455
2,245122_at,T,F,AT2G47420,AT2G47420,Ribosomal RNA adenine dimethylase family protein,0.763840918,0.812511019
2,245123_at,T,F,AT2G47450,CAO|CPSRP43,chloroplast signal recognition particle component (CAO),0.912514184,0.803539922
2,245124_at,T,F,AT2G47580,U1A,spliceosomal protein U1A,0.817103215,0.595234607
2,245125_at,T,F,AT2G47430,CKI1,Signal transduction histidine kinase,0.62581854,0.555323856
2,245126_at,T,F,AT2G47460,PFG1|ATMYB12|MYB12,myb domain protein 12,0.839371023,0.772540392
2,245129_at,T,F,AT2G45350,CRR4,Pentatricopeptide repeat (PPR) superfamily protein,0.619304709,0.763597772
2,245130_at,T,F,AT2G45340,AT2G45340,Leucine-rich repeat protein kinase family protein,0.891073477,0.829635379
2,245131_s_at,F,NA,AT2G45330,emb1067,"RNA 2'-phosphotransferase, Tpt1 / KptA family",0.836525769,0.691254947
2,245132_at,T,F,AT2G45320,AT2G45320,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 10 growth stages; Has 45 Blast hits to 45 proteins in 16 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.774815897,0.569412699
2,245136_at,T,F,AT2G45210,AT2G45210,SAUR-like auxin-responsive protein family,0.885035088,0.63827426
2,245138_at,T,F,AT2G45190,YAB1|AFO|FIL,Plant-specific transcription factor YABBY family protein,0.905987411,0.758572884
2,245139_at,T,F,AT2G45430,AHL22,AT-hook motif nuclear-localized protein 22,0.895306572,0.811591663
2,245140_at,T,F,AT2G45420,LBD18,LOB domain-containing protein 18,0.844563067,0.704524868
2,245141_at,T,F,AT2G45400,BEN1,NAD(P)-binding Rossmann-fold superfamily protein,0.780476353,0.722590568
2,245142_at,T,F,AT2G45270,GCP1,glycoprotease 1,0.883700634,0.808950149
2,245143_at,T,F,AT2G45450,ZPR1,protein binding,0.668131602,0.732265017
2,245144_at,T,F,AT2G45240,MAP1A,methionine aminopeptidase 1A,0.816591302,0.670717949
2,245146_at,T,F,AT2G45200,GOS12|ATGOS12,golgi snare 12,0.856338531,0.601235011
2,245147_at,T,F,AT2G45280,ATRAD51C|RAD51C,RAS associated with diabetes protein 51C,0.729199547,0.618779094
2,245148_at,T,F,AT2G45220,AT2G45220,Plant invertase/pectin methylesterase inhibitor superfamily,0.843095166,0.707231166
2,245149_at,T,F,AT2G47620,SWI3A|ATSWI3A|CHB1,SWITCH/sucrose nonfermenting 3A,0.775580817,0.563964118
2,245150_at,T,F,AT2G47590,PHR2,photolyase/blue-light receptor 2,0.892861447,0.786254708
2,245151_at,T,F,AT2G47550,AT2G47550,Plant invertase/pectin methylesterase inhibitor superfamily,0.926819739,0.808549412
2,245154_at,T,F,AT5G12460,AT5G12460,Protein of unknown function (DUF604),0.696292973,0.671892453
2,245156_at,T,F,AT5G12480,CPK7,calmodulin-domain protein kinase 7,0.89471449,0.830334671
2,245158_at,T,F,AT2G33130,RALF18|RALFL18,ralf-like 18,0.803555741,0.739267809
2,245162_at,T,F,AT2G33240,ATXID|XID,myosin XI D,0.737440281,0.655110621
2,245163_at,T,F,AT2G33230,YUC7,YUCCA 7,0.612433499,0.503176557
2,245164_at,T,F,AT2G33210,HSP60-2,heat shock protein 60-2,0.734621862,0.681580092
2,245165_at,T,F,AT2G33180,AT2G33180,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 57 Blast hits to 57 proteins in 22 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).,0.899422525,0.800708288
2,245170_at,T,F,AT2G47570,AT2G47570,Ribosomal protein L18e/L15 superfamily protein,0.80073758,0.646234351
2,245171_at,T,F,AT2G47560,AT2G47560,RING/U-box superfamily protein,0.811608109,0.723503309
2,245172_at,T,F,AT2G47540,AT2G47540,Pollen Ole e 1 allergen and extensin family protein,0.903174262,0.802332207
2,245173_at,T,F,AT2G47520,HRE2,Integrase-type DNA-binding superfamily protein,0.574173943,0.525083862
2,245174_at,T,F,AT2G47500,AT2G47500,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain,0.63542407,0.602329142
2,245175_at,T,F,AT2G47470,UNE5|MEE30|ATPDI11|PDI11|ATPDIL2-1,thioredoxin family protein,0.861512288,0.675329118
2,245176_at,T,F,AT2G47440,AT2G47440,Tetratricopeptide repeat (TPR)-like superfamily protein,0.728307247,0.614737577
2,245178_at,T,F,AT5G12390,FIS1B,Tetratricopeptide repeat (TPR)-like superfamily protein,0.81998738,0.5285563
2,245179_at,NA,NA,NA,NA,NA,0.823205391,0.766524171
2,245180_at,T,F,AT5G12410,AT5G12410,THUMP domain-containing protein,0.871935076,0.673004276
2,245181_at,T,F,AT5G12420,AT5G12420,O-acyltransferase (WSD1-like) family protein,0.884802849,0.714102612
2,245186_at,T,F,AT1G67710,ARR11,response regulator 11,0.889891936,0.786165034
2,245187_s_at,F,NA,AT1G67650,AT1G67650,SRP72 RNA-binding domain,0.909968491,0.784586929
2,245188_at,T,F,AT1G67660,AT1G67660,"Restriction endonuclease, type II-like superfamily protein",0.522935878,0.742467117
2,245190_at,T,F,AT1G67690,AT1G67690,Zincin-like metalloproteases family protein,0.585151542,0.615825105
2,245191_at,T,F,AT1G67770,TEL2,terminal EAR1-like 2,0.818487584,0.621068842
2,245192_at,T,F,AT1G67780,AT1G67780,Zinc-finger domain of monoamine-oxidase A repressor R1 protein,0.768247816,0.678431907
2,245193_at,T,F,AT1G67810,SUFE2,sulfur E2,0.843210274,0.650563805
2,245194_at,T,F,AT1G67820,AT1G67820,Protein phosphatase 2C family protein,0.718141597,0.708596567
2,245195_at,T,F,AT1G67740,YCF32|PSBY,photosystem II BY,0.900853103,0.789175862
2,245197_at,T,F,AT1G67800,AT1G67800,Copine (Calcium-dependent phospholipid-binding protein) family,0.901816252,0.767419756
2,245198_at,T,F,AT1G67700,AT1G67700,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",0.902513353,0.779603472
2,245199_at,T,F,AT1G67730,KCR1|ATKCR1|YBR159,beta-ketoacyl reductase 1,0.900256351,0.749448121
2,245201_at,T,F,AT1G67840,CSK,chloroplast sensor kinase,0.895131071,0.806175212
2,245204_at,T,F,AT5G12270,AT5G12270,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.822789298,0.765960299
2,245205_at,T,F,AT5G12280,AT5G12280,SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein,0.626582831,0.661039279
2,245206_at,T,F,AT5G12290,DGS1,dgd1 suppressor 1,0.884881958,0.752256257
2,245208_at,T,F,AT5G12330,LRP1,Lateral root primordium (LRP) protein-related,0.904280973,0.786016267
2,245209_at,T,F,AT5G12340,AT5G12340,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G28190.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.895714369,0.87401972
2,245212_at,NA,NA,NA,NA,NA,0.711846696,0.535353804
2,245213_at,T,F,AT1G44575,NPQ4|PSBS,Chlorophyll A-B binding family protein,0.903610833,0.776412938
2,245215_at,T,F,AT1G67830,ATFXG1|FXG1,alpha-fucosidase 1,0.87774374,0.867464927
2,245217_at,T,F,AT1G38340,AT1G38340,"gypsy-like retrotransposon family (Athila), has a 3.7e-36 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana)",0.764968661,0.737421669
2,245218_s_at,F,NA,AT1G59218,AT1G59218,Disease resistance protein (CC-NBS-LRR class) family,0.885312695,0.763828565
2,245219_at,F,NA,AT1G59124,AT1G59124,Disease resistance protein (CC-NBS-LRR class) family,0.878913642,0.812475572
2,245220_at,F,NA,AT1G59171,AT1G59171,Inositol-pentakisphosphate 2-kinase family protein,0.785392717,0.59261055
2,245224_at,T,F,AT3G29796,AT3G29796,unknown protein; Has 28 Blast hits to 20 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 18; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink).,0.898538644,0.830474921
2,245225_at,T,F,AT3G29800,AT3G29800,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.779479388,0.606595191
2,245226_at,T,F,AT3G29970,AT3G29970,B12D protein,0.603071021,0.560942035
2,245228_at,T,F,AT3G29810,COBL2,COBRA-like protein 2 precursor,0.864667573,0.702872257
2,245230_at,T,F,AT4G25610,AT4G25610,C2H2-like zinc finger protein,0.793079643,0.787825921
2,245231_at,NA,NA,NA,NA,NA,0.749597985,0.775513737
2,245232_at,T,F,AT4G25590,ADF7,actin depolymerizing factor 7,0.800076,0.662509608
2,245233_at,T,F,AT4G25580,AT4G25580,CAP160 protein,0.831438522,0.783127342
2,245234_at,T,F,AT4G25560,AtMYB18|MYB18,myb domain protein 18,0.805221036,0.607713901
2,245237_at,T,F,AT4G25520,SLK1,SEUSS-like 1,0.755060871,0.643657639
2,245238_at,T,F,AT4G25570,ACYB-2,Cytochrome b561/ferric reductase transmembrane protein family,0.715416992,0.510823384
2,245239_at,T,F,AT4G25530,HDG6|FWA,FLOWERING WAGENINGEN,0.777139204,0.584407707
2,245240_at,T,F,AT1G44510,AT1G44510,"copia-like retrotransposon family, has a 0. P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.721564523,0.713606455
2,245241_at,T,F,AT1G44478,AT1G44478,Cyclophilin,0.756042464,0.614322611
2,245242_at,T,F,AT1G44446,CH1|ATCAO|CAO,Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain,0.900185544,0.781688616
2,245245_at,T,F,AT1G44318,hemb2,Aldolase superfamily protein,0.600705928,0.620806757
2,245246_at,T,F,AT1G44224,AT1G44224,ECA1 gametogenesis related family protein,0.779640146,0.642516145
2,245249_at,T,F,AT4G16760,ATACX1|ACX1,acyl-CoA oxidase 1,0.764012357,0.650675979
