nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,245060_at,T,F,AT2G39770,CYT1|EMB101|GMP1|VTC1|SOZ1,Glucose-1-phosphate adenylyltransferase family protein,0.815288833,0.57422537
2,245061_at,T,F,AT2G39730,RCA,rubisco activase,0.935311022,0.588056561
2,245063_at,T,F,AT2G39795,AT2G39795,Mitochondrial glycoprotein family protein,0.893754292,0.560867681
2,245064_at,T,F,AT2G39725,AT2G39725,LYR family of Fe/S cluster biogenesis protein,0.931432913,0.526385456
2,245070_at,T,F,AT2G23240,AT2G23240,"Plant EC metallothionein-like protein, family 15",0.8549209,0.717860984
2,245071_at,T,F,AT2G23230,AT2G23230,Terpenoid cyclases/Protein prenyltransferases superfamily protein,0.677473526,0.655235362
2,245072_s_at,F,NA,AT2G23190,CYP81D7,"cytochrome P450, family 81, subfamily D, polypeptide 7",0.809187785,0.555941421
2,245075_at,T,F,AT2G23180,CYP96A1,"cytochrome P450, family 96, subfamily A, polypeptide 1",0.881587109,0.530007412
2,245076_at,T,F,AT2G23170,GH3.3,Auxin-responsive GH3 family protein,0.794045031,0.67617125
2,245077_at,T,F,AT2G23160,AT2G23160,F-box family protein,0.786746996,0.616424358
2,245080_at,T,F,AT2G23300,AT2G23300,Leucine-rich repeat protein kinase family protein,0.920844624,0.650628324
2,245081_at,NA,NA,NA,NA,NA,0.501960224,0.537383602
2,245083_at,T,F,AT2G23310,ATRER1C1,Rer1 family protein,0.830122345,0.668335265
2,245085_at,T,F,AT2G23350,PABP4|PAB4,poly(A) binding protein 4,0.794511252,0.56949978
2,245087_at,T,F,AT2G39830,DAR2,DA1-related protein 2,0.931148075,0.585791606
2,245088_at,T,F,AT2G39850,AT2G39850,Subtilisin-like serine endopeptidase family protein,0.934304966,0.631640578
2,245089_at,T,F,AT2G45290,AT2G45290,Transketolase,0.907535034,0.548131722
2,245090_at,T,F,AT2G40900,AT2G40900,nodulin MtN21 /EamA-like transporter family protein,0.859089487,0.625194862
2,245092_at,T,F,AT2G40950,BZIP17,Basic-leucine zipper (bZIP) transcription factor family protein,0.850945461,0.556351955
2,245093_at,T,F,AT2G40815,AT2G40815,Calcium-dependent lipid-binding (CaLB domain) family protein,0.807586712,0.676884397
2,245094_at,T,F,AT2G40840,DPE2,disproportionating enzyme 2,0.627524587,0.626579298
2,245095_at,T,F,AT2G40860,AT2G40860,protein kinase family protein / protein phosphatase 2C ( PP2C) family protein,0.931783868,0.674571477
2,245096_at,T,F,AT2G40880,ATCYSA|CYSA|FL3-27,cystatin A,0.945010996,0.648177472
2,245098_at,T,F,AT2G40940,ERS1|ERS,ethylene response sensor 1,0.837116789,0.633212075
2,245103_at,T,F,AT2G41590,AT2G41590,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25200.1); Has 221 Blast hits to 217 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 221; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.823989975,0.611348438
2,245106_at,T,F,AT2G41650,AT2G41650,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 3 Blast hits to 3 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.885230218,0.703449148
2,245107_at,T,F,AT2G41690,HSFB3|AT-HSFB3,heat shock transcription factor B3,0.847868954,0.581882009
2,245108_at,T,F,AT2G41510,ATCKX1|CKX1,cytokinin oxidase/dehydrogenase 1,0.799889162,0.548821605
2,245112_at,T,F,AT2G41540,GPDHC1,6-phosphogluconate dehydrogenase family protein,0.802356575,0.641133179
2,245113_at,T,F,AT2G41660,MIZ1,"Protein of unknown function, DUF617",0.895894076,0.581083845
2,245117_at,T,F,AT2G41560,ACA4,"autoinhibited Ca(2+)-ATPase, isoform 4",0.874813928,0.513301199
2,245118_at,T,F,AT2G41680,NTRC,NADPH-dependent thioredoxin reductase C,0.939417593,0.627066724
2,245121_at,T,F,AT2G47610,AT2G47610,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein,0.851212221,0.670681065
2,245122_at,T,F,AT2G47420,AT2G47420,Ribosomal RNA adenine dimethylase family protein,0.801369998,0.759391139
2,245123_at,T,F,AT2G47450,CAO|CPSRP43,chloroplast signal recognition particle component (CAO),0.947948359,0.612766456
2,245124_at,T,F,AT2G47580,U1A,spliceosomal protein U1A,0.799939526,0.503581649
2,245125_at,T,F,AT2G47430,CKI1,Signal transduction histidine kinase,0.700177619,0.508807965
2,245126_at,T,F,AT2G47460,PFG1|ATMYB12|MYB12,myb domain protein 12,0.88883979,0.534347881
2,245129_at,T,F,AT2G45350,CRR4,Pentatricopeptide repeat (PPR) superfamily protein,0.67821192,0.594575977
2,245131_s_at,F,NA,AT2G45330,emb1067,"RNA 2'-phosphotransferase, Tpt1 / KptA family",0.846241022,0.533185317
2,245134_s_at,F,NA,AT4G38280,AT4G38280,BEST Arabidopsis thaliana protein match is: Integral membrane protein hemolysin-III homolog (TAIR:AT2G45250.1); Has 65 Blast hits to 65 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 63; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.865270406,0.532769982
2,245136_at,T,F,AT2G45210,AT2G45210,SAUR-like auxin-responsive protein family,0.932441766,0.703338881
2,245138_at,T,F,AT2G45190,YAB1|AFO|FIL,Plant-specific transcription factor YABBY family protein,0.957300857,0.601322301
2,245139_at,T,F,AT2G45430,AHL22,AT-hook motif nuclear-localized protein 22,0.935686277,0.65408945
2,245140_at,T,F,AT2G45420,LBD18,LOB domain-containing protein 18,0.891793752,0.612882489
2,245141_at,T,F,AT2G45400,BEN1,NAD(P)-binding Rossmann-fold superfamily protein,0.72078295,0.667582088
2,245142_at,T,F,AT2G45270,GCP1,glycoprotease 1,0.932180911,0.645183578
2,245143_at,T,F,AT2G45450,ZPR1,protein binding,0.676018457,0.681502903
2,245144_at,T,F,AT2G45240,MAP1A,methionine aminopeptidase 1A,0.941456599,0.566437776
2,245146_at,T,F,AT2G45200,GOS12|ATGOS12,golgi snare 12,0.933485735,0.525444412
2,245148_at,T,F,AT2G45220,AT2G45220,Plant invertase/pectin methylesterase inhibitor superfamily,0.920952813,0.600484842
2,245149_at,T,F,AT2G47620,SWI3A|ATSWI3A|CHB1,SWITCH/sucrose nonfermenting 3A,0.769576077,0.536538402
2,245150_at,T,F,AT2G47590,PHR2,photolyase/blue-light receptor 2,0.905771236,0.619852386
2,245151_at,T,F,AT2G47550,AT2G47550,Plant invertase/pectin methylesterase inhibitor superfamily,0.919080908,0.657576686
2,245156_at,T,F,AT5G12480,CPK7,calmodulin-domain protein kinase 7,0.891541988,0.658341174
2,245157_at,T,F,AT2G33160,AT2G33160,glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein,0.716849334,0.52017911
2,245160_at,T,F,AT2G33080,RLP28|AtRLP28,receptor like protein 28,0.635112988,0.660021491
2,245162_at,T,F,AT2G33240,ATXID|XID,myosin XI D,0.844646221,0.554510307
2,245163_at,T,F,AT2G33230,YUC7,YUCCA 7,0.668546489,0.626209936
2,245164_at,T,F,AT2G33210,HSP60-2,heat shock protein 60-2,0.830232028,0.514356931
2,245165_at,T,F,AT2G33180,AT2G33180,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 57 Blast hits to 57 proteins in 22 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).,0.930666295,0.635006474
2,245167_s_at,F,NA,AT2G33120,SAR1|VAMP722|ATVAMP722,synaptobrevin-related protein 1,0.859440653,0.737371027
2,245171_at,T,F,AT2G47560,AT2G47560,RING/U-box superfamily protein,0.788499938,0.560754975
2,245172_at,T,F,AT2G47540,AT2G47540,Pollen Ole e 1 allergen and extensin family protein,0.906467481,0.637896782
2,245173_at,T,F,AT2G47520,HRE2,Integrase-type DNA-binding superfamily protein,0.804876637,0.540393158
2,245175_at,T,F,AT2G47470,UNE5|MEE30|ATPDI11|PDI11|ATPDIL2-1,thioredoxin family protein,0.945098718,0.603518445
2,245179_at,NA,NA,NA,NA,NA,0.687251247,0.597454467
2,245180_at,T,F,AT5G12410,AT5G12410,THUMP domain-containing protein,0.913865117,0.61116378
2,245181_at,T,F,AT5G12420,AT5G12420,O-acyltransferase (WSD1-like) family protein,0.934920919,0.615551049
2,245186_at,T,F,AT1G67710,ARR11,response regulator 11,0.929574574,0.615691992
2,245187_s_at,F,NA,AT1G67650,AT1G67650,SRP72 RNA-binding domain,0.89030319,0.672113378
2,245188_at,T,F,AT1G67660,AT1G67660,"Restriction endonuclease, type II-like superfamily protein",0.624793801,0.618210104
2,245192_at,T,F,AT1G67780,AT1G67780,Zinc-finger domain of monoamine-oxidase A repressor R1 protein,0.71189793,0.613275854
2,245193_at,T,F,AT1G67810,SUFE2,sulfur E2,0.957807628,0.565090872
2,245195_at,T,F,AT1G67740,YCF32|PSBY,photosystem II BY,0.939364858,0.612807525
2,245197_at,T,F,AT1G67800,AT1G67800,Copine (Calcium-dependent phospholipid-binding protein) family,0.945572151,0.544655612
2,245198_at,T,F,AT1G67700,AT1G67700,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",0.935266042,0.631583102
2,245199_at,T,F,AT1G67730,KCR1|ATKCR1|YBR159,beta-ketoacyl reductase 1,0.924306134,0.654459499
2,245201_at,T,F,AT1G67840,CSK,chloroplast sensor kinase,0.922959678,0.667264803
2,245204_at,T,F,AT5G12270,AT5G12270,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.827520888,0.584706969
2,245206_at,T,F,AT5G12290,DGS1,dgd1 suppressor 1,0.939897595,0.612358645
2,245208_at,T,F,AT5G12330,LRP1,Lateral root primordium (LRP) protein-related,0.904910348,0.61031618
2,245209_at,T,F,AT5G12340,AT5G12340,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G28190.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.930291515,0.625893234
2,245212_at,NA,NA,NA,NA,NA,0.895287008,0.628767385
2,245213_at,T,F,AT1G44575,NPQ4|PSBS,Chlorophyll A-B binding family protein,0.931735705,0.62096078
2,245215_at,T,F,AT1G67830,ATFXG1|FXG1,alpha-fucosidase 1,0.938876642,0.641439465
2,245217_at,T,F,AT1G38340,AT1G38340,"gypsy-like retrotransposon family (Athila), has a 3.7e-36 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana)",0.724524053,0.550776951
2,245218_s_at,F,NA,AT1G59218,AT1G59218,Disease resistance protein (CC-NBS-LRR class) family,0.896506781,0.585397169
2,245219_at,F,NA,AT1G59124,AT1G59124,Disease resistance protein (CC-NBS-LRR class) family,0.909526692,0.606452857
2,245220_at,F,NA,AT1G59171,AT1G59171,Inositol-pentakisphosphate 2-kinase family protein,0.763726044,0.621432203
2,245224_at,T,F,AT3G29796,AT3G29796,unknown protein; Has 28 Blast hits to 20 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 18; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink).,0.902220579,0.625661943
2,245225_at,T,F,AT3G29800,AT3G29800,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.885976752,0.537812615
2,245226_at,T,F,AT3G29970,AT3G29970,B12D protein,0.845171256,0.518689794
2,245228_at,T,F,AT3G29810,COBL2,COBRA-like protein 2 precursor,0.915910024,0.627349178
2,245230_at,T,F,AT4G25610,AT4G25610,C2H2-like zinc finger protein,0.84205045,0.67589635
2,245231_at,NA,NA,NA,NA,NA,0.796618729,0.650762723
2,245232_at,T,F,AT4G25590,ADF7,actin depolymerizing factor 7,0.834046882,0.709809171
2,245233_at,T,F,AT4G25580,AT4G25580,CAP160 protein,0.818981578,0.6465578
2,245234_at,T,F,AT4G25560,AtMYB18|MYB18,myb domain protein 18,0.837259481,0.575746637
2,245239_at,T,F,AT4G25530,HDG6|FWA,FLOWERING WAGENINGEN,0.858223933,0.606122841
2,245240_at,T,F,AT1G44510,AT1G44510,"copia-like retrotransposon family, has a 0. P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.817318385,0.626766001
2,245241_at,T,F,AT1G44478,AT1G44478,Cyclophilin,0.739561221,0.544231741
2,245242_at,T,F,AT1G44446,CH1|ATCAO|CAO,Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain,0.957509244,0.596729888
2,245243_at,T,F,AT1G44414,AT1G44414,unknown protein; Has 29 Blast hits to 29 proteins in 12 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.801146072,0.655699121
2,245246_at,T,F,AT1G44224,AT1G44224,ECA1 gametogenesis related family protein,0.854926833,0.696486291
2,245247_at,T,F,AT4G17230,SCL13,SCARECROW-like 13,0.852590504,0.523672043
2,245249_at,T,F,AT4G16760,ATACX1|ACX1,acyl-CoA oxidase 1,0.920698084,0.555036475
2,245250_at,T,F,AT4G17490,ATERF6|ERF6|ERF-6-6,ethylene responsive element binding factor 6,0.821301789,0.546174158
2,245251_at,T,F,AT4G17615,CBL1|ATCBL1|SCABP5,calcineurin B-like protein 1,0.846810666,0.644214868
2,245253_at,T,F,AT4G15440,HPL1|CYP74B2,hydroperoxide lyase 1,0.661030904,0.512270694
2,245255_at,T,F,AT4G14110,EMB143|COP9|CSN8|FUS7,"COP9 signalosome, subunit CSN8",0.936055365,0.567347358
2,245256_at,T,F,AT4G15090,FAR1,FRS (FAR1 Related Sequences) transcription factor family,0.838637423,0.521960195
2,245257_at,T,F,AT4G14640,CAM8,calmodulin 8,0.846279387,0.60691906
2,245258_at,T,F,AT4G15340,04C11|PEN1|ATPEN1,pentacyclic triterpene synthase 1,0.871490725,0.624125296
2,245261_at,T,F,AT4G14385,AT4G14385,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Histone H4 acetyltransferase, NuA4 complex, Eaf6 (InterPro:IPR015418); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.724231207,0.565063218
2,245263_at,T,F,AT4G17740,AT4G17740,Peptidase S41 family protein,0.893921685,0.638665351
2,245264_at,T,F,AT4G17245,AT4G17245,RING/U-box superfamily protein,0.972003897,0.665697133
2,245265_at,T,F,AT4G14400,ACD6,ankyrin repeat family protein,0.821822911,0.526886505
2,245266_at,T,F,AT4G17070,AT4G17070,peptidyl-prolyl cis-trans isomerases,0.894378128,0.670397196
2,245267_at,T,F,AT4G14060,AT4G14060,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0.89938192,0.63023379
2,245271_at,T,F,AT4G16430,AT4G16430,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.852949157,0.564931274
2,245272_at,T,F,AT4G17250,AT4G17250,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G47580.1); Has 31 Blast hits to 31 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 31; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.825653564,0.720119062
2,245273_at,T,F,AT4G14950,AT4G14950,SNARE associated Golgi protein family,0.733775705,0.705523651
2,245275_at,T,F,AT4G15210,AT-BETA-AMY|ATBETA-AMY|BMY1|RAM1|BAM5,beta-amylase 5,0.655765971,0.55506859
