nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,259545_at,T,F,AT1G20560,AAE1,Class I glutamine amidotransferase-like superfamily protein,0.608509858,0.809146201
2,254818_at,T,F,AT4G12470,AZI1,Leucine-rich repeat protein kinase family protein,0.679449321,0.80908478
2,257173_at,T,F,AT3G23810,ATSAHH2|SAHH2,Rubber elongation factor protein (REF),0.645311015,0.808159375
2,247829_at,T,F,AT5G58520,AT5G58520,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43280.1); Has 19 Blast hits to 17 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 19; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.80862243,0.80706052
2,248451_at,T,F,AT5G51180,AT5G51180,glycine-rich protein,0.793893013,0.805655091
2,251968_at,T,F,AT3G53100,AT3G53100,Major facilitator superfamily protein,0.727839009,0.805006687
2,266812_at,T,F,AT2G44830,AT2G44830,SIN3-like 3,0.512400769,0.804891263
2,247498_at,T,F,AT5G61810,AT5G61810,RNA-dependent RNA polymerase family protein,0.821476079,0.802459793
2,259954_at,T,F,AT1G75130,CYP721A1,IQ calmodulin-binding motif family protein,0.60279013,0.802308923
2,253841_at,T,F,AT4G27830,BGLU10,3-ketoacyl-acyl carrier protein synthase III,0.700734444,0.800692446
2,261822_at,T,F,AT1G11380,AT1G11380,Protein of Unknown Function (DUF239),0.573345489,0.799882927
2,247957_at,T,F,AT5G57050,ABI2|AtABI2,Integrase-type DNA-binding superfamily protein,0.802716496,0.798951045
2,264229_at,T,F,AT1G67480,AT1G67480,Pentatricopeptide repeat (PPR) superfamily protein,0.538320271,0.798273125
2,267201_at,T,T,AT2G31010,AT2G31010,zinc finger (Ran-binding) family protein,0.508399993,0.797653373
2,260027_at,F,NA,AT1G29950,AT1G29950,Target SNARE coiled-coil domain protein,0.600499751,0.797574293
2,257876_at,T,F,AT3G17130,AT3G17130,DCD (Development and Cell Death) domain protein,0.63078855,0.797521457
2,248505_at,T,F,AT5G50360,AT5G50360,starch branching enzyme 2.1,0.79306975,0.796962151
2,259721_at,T,F,AT1G60890,AT1G60890,UDP-glucosyl transferase 78D3,0.604891519,0.796389226
2,259431_at,T,F,AT1G01620,TMP-B|PIP1;3|PIP1C,NAD(P)-linked oxidoreductase superfamily protein,0.610714238,0.795348587
2,251579_at,T,F,AT3G58170,ATBET11|BS14A|BET11|ATBS14A,NA,0.736728087,0.795064552
2,261229_at,T,F,AT1G20090,ROP2|ATROP2|ARAC4|ATRAC4,Protein of unknown function (DUF3755),0.581226206,0.794012133
2,247550_at,T,F,AT5G61370,AT5G61370,CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.816369621,0.793517333
2,248585_at,T,F,AT5G49640,AT5G49640,squalene synthase 2,0.792895061,0.793094783
2,256025_at,T,F,AT1G58370,RXF12|ATXYN1,Mitochondrial transcription termination factor family protein,0.660545684,0.791296192
2,262754_at,T,F,AT1G16350,AT1G16350,Caleosin-related family protein,0.558135345,0.7909691
2,259605_at,T,F,AT1G27910,PUB45|ATPUB45,seven in absentia of Arabidopsis 2,0.607266512,0.790793913
2,260902_at,T,F,AT1G21440,AT1G21440,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.58630377,0.790038913
2,258451_at,T,F,AT3G22360,AOX1B,LisH/CRA/RING-U-box domains-containing protein,0.625564127,0.788654373
2,266591_at,T,F,AT2G46225,ABIL1,cell wall / vacuolar inhibitor of fructosidase 1,0.514603756,0.788610522
2,251793_at,T,F,AT3G55580,AT3G55580,"CONTAINS InterPro DOMAIN/s: Nuclear fragile X mental retardation-interacting protein 1, conserved region (InterPro:IPR019496); Has 1333 Blast hits to 1211 proteins in 205 species: Archae - 0; Bacteria - 137; Metazoa - 339; Fungi - 162; Plants - 70; Viruses - 6; Other Eukaryotes - 619 (source: NCBI BLink).",0.730634883,0.788286748
2,246514_at,T,F,AT5G15700,AT5G15700,Glycosyl hydrolase family protein,0.846101695,0.78771016
2,263907_at,T,F,AT2G36270,GIA1|ABI5,"non-LTR retrotransposon family (LINE), has a 3.6e-21 P-value blast match to GB:AAA39398 ORF2 (Mus musculus) (LINE-element)",0.543110575,0.787207634
2,261975_at,T,F,AT1G64640,ENODL8|AtENODL8,HSP20-like chaperones superfamily protein,0.571716723,0.786355782
2,246701_at,T,F,AT5G28020,CYSD2|ATCYSD2,"Mannose-6-phosphate isomerase, type I",0.843884871,0.78566262
2,248884_at,T,F,AT5G46030,AT5G46030,SKP1/ASK-interacting protein 5,0.788013865,0.784077045
2,266552_at,T,F,AT2G46330,AGP16|ATAGP16,GPI transamidase component family protein / Gaa1-like family protein,0.515661628,0.781727139
2,263866_at,T,F,AT2G36950,AT2G36950,Ribosomal protein L1p/L10e family,0.543827222,0.781508622
2,267606_at,T,F,AT2G26640,KCS11,Homeodomain-like superfamily protein,0.500499661,0.779354365
2,262909_at,T,F,AT1G59830,PP2A-1,nudix hydrolase homolog 9,0.554648805,0.779330059
2,251122_at,T,F,AT5G01020,AT5G01020,"hAT-like transposase family (hobo/Ac/Tam3), has a 7.8e-25 P-value blast match to GB:AAD24567 transposase Tag2 (hAT-element) (Arabidopsis thaliana)",0.745993495,0.77768583
2,251575_at,T,F,AT3G58120,BZIP61|ATBZIP61,hAT transposon superfamily protein,0.737308396,0.776871879
2,264019_at,T,F,AT2G21130,AT2G21130,SufE/NifU family protein,0.541619865,0.77657203
2,261294_at,T,F,AT1G48430,AT1G48430,RHOMBOID-like protein 6,0.579811363,0.77586783
2,258602_at,T,F,AT3G02750,AT3G02750,transposable_element_gene,0.623747037,0.77541769
2,245310_at,T,F,AT4G13950,RALFL31,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.898761006,0.775413648
2,245600_at,T,F,AT4G14230,AT4G14230,Cysteine proteinases superfamily protein,0.881687852,0.775399849
2,260727_at,T,F,AT1G48100,AT1G48100,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,0.589169164,0.774993469
2,248440_at,T,F,AT5G51260,AT5G51260,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G27020.1); Has 108 Blast hits to 108 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 89; Viruses - 0; Other Eukaryotes - 19 (source: NCBI BLink).,0.795528601,0.774629952
2,249831_at,T,F,AT5G23340,AT5G23340,hydroxyproline-rich glycoprotein family protein,0.768544622,0.772977306
2,248238_at,T,F,AT5G53900,AT5G53900,UDP-Glycosyltransferase superfamily protein,0.796449438,0.772715003
2,259853_at,T,F,AT1G72300,AT1G72300,Isoprenylcysteine carboxyl methyltransferase (ICMT) family,0.603780538,0.77263844
2,264516_at,T,T,AT1G10090,AT1G10090,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.535232332,0.772534944
2,257973_at,T,F,AT3G20720,AT3G20720,hyaluronan mediated motility receptor-related,0.63028357,0.772301624
2,249072_at,T,F,AT5G44060,AT5G44060,"nuclear factor Y, subunit A1",0.781227003,0.771269457
2,266087_at,T,F,AT2G37790,AT2G37790,SNF1-related protein kinase 1.3,0.519968421,0.77102815
2,263789_at,T,F,AT2G24560,AT2G24560,HXXXD-type acyl-transferase family protein,0.544879145,0.770615497
2,267210_at,T,F,AT2G30920,EMB3002|COQ3|ATCOQ3,Leucine-rich repeat protein kinase family protein,0.508318986,0.770121083
2,264828_at,T,F,AT1G03380,ATATG18G|ATG18G,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein",0.531439888,0.769878273
2,260208_s_at,F,NA,AT1G70680,AT1G70680,Galactose oxidase/kelch repeat superfamily protein,0.598462125,0.768986463
2,252789_s_at,F,NA,AT1G21930,AT1G21930,TCP family transcription factor,0.717598057,0.768822334
2,251416_at,T,F,AT3G60400,AT3G60400,Protein of unknown function (DUF3550/UPF0682),0.741419671,0.768696222
2,255306_at,T,F,AT4G04740,CPK23|ATCPK23,Mitochondrial transcription termination factor family protein,0.672012124,0.768546825
2,245676_at,T,F,AT1G56670,AT1G56670,annexin 3,0.881262869,0.768148823
2,262851_at,T,F,AT1G20920,AT1G20920,Tetratricopeptide repeat (TPR)-like superfamily protein,0.555397205,0.768069167
2,265986_at,T,F,AT2G24230,AT2G24230,related to AP2.7,0.520657337,0.767829652
2,266567_at,T,F,AT2G24050,eIFiso4G2,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.515275583,0.767215048
2,265873_at,T,F,AT2G01630,AT2G01630,alpha/beta-Hydrolases superfamily protein,0.52220069,0.767158853
2,254418_at,T,F,AT4G21480,STP12,Glycosyl hydrolase family 38 protein,0.686195163,0.766715577
2,266187_at,T,F,AT2G38970,AT2G38970,FtsJ-like methyltransferase family protein,0.519287729,0.766563103
2,257715_at,T,F,AT3G12750,ZIP1,phospholipase D alpha 2,0.631325097,0.7659205
2,261187_at,T,F,AT1G32860,AT1G32860,Homeodomain-like protein,0.582302654,0.765398156
2,260823_at,T,F,AT1G06770,DRIP1,RNAse THREE-like protein 2,0.587708769,0.76539801
2,264123_at,T,F,AT1G02270,AT1G02270,nucleolar protein gar2-related,0.539198135,0.765382296
2,246419_at,T,F,AT5G17030,UGT78D3,alpha/beta-Hydrolases superfamily protein,0.850761611,0.765040383
2,254118_at,T,F,AT4G24790,AT4G24790,response regulator 12,0.694078503,0.764442448
2,249947_at,T,F,AT5G19200,AT5G19200,carboxyesterase 5,0.765841669,0.764298788
2,248787_at,T,F,AT5G47420,AT5G47420,"ATPase, F1 complex, delta/epsilon subunit",0.791143191,0.763791762
2,264770_at,T,F,AT1G23030,AT1G23030,alfin-like 4,0.532646904,0.763611609
2,254279_at,F,NA,AT4G22750,AT4G22750,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: in 9 processes; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.68987281,0.763214638
2,261505_at,T,F,AT1G71696,SOL1,ARF GAP-like zinc finger-containing protein ZIGA4,0.578253201,0.763050617
2,254969_at,T,F,AT4G10360,AT4G10360,DNAse I-like superfamily protein,0.676038328,0.762928037
2,251429_at,T,F,AT3G60190,ADLP2|DRP1E|EDR3|DL1E|ADL1E|ADL4,precursor of peptide 1,0.740603054,0.762350824
2,257422_at,T,F,AT1G11940,AT1G11940,O-fucosyltransferase family protein,0.636545678,0.762147821
2,248952_at,T,F,AT5G45410,AT5G45410,NA,0.786025827,0.761533823
2,260976_at,T,F,AT1G53650,CID8,SKU5 similar 5,0.585621473,0.759752469
2,245773_at,T,F,AT1G30290,AT1G30290,peroxisomal NAD-malate dehydrogenase 1,0.880038175,0.758923159
2,258452_at,T,F,AT3G22370,ATAOX1A|AOX1A,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G12450.1); Has 388 Blast hits to 388 proteins in 26 species: Archae - 0; Bacteria - 1; Metazoa - 0; Fungi - 8; Plants - 376; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).,0.62546419,0.75868522
2,249799_at,T,F,AT5G23670,LCB2,L-aspartate oxidase,0.768870004,0.758051112
2,253534_at,T,F,AT4G31500,RNT1|RED1|SUR2|ATR4|CYP83B1,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein,0.704447384,0.757973072
2,262883_at,T,F,AT1G64780,AMT1;2|ATAMT1;2,pantothenate kinase 1,0.554930954,0.757668212
2,262951_at,T,F,AT1G75500,WAT1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: embryo, sepal; EXPRESSED DURING: 4 anthesis, C globular stage; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.554075244,0.75731411
2,247072_at,T,F,AT5G66490,AT5G66490,RAC-like GTP binding protein 5,0.832435111,0.756950009
2,259310_s_at,F,NA,AT3G05160,AT3G05160,Glutathione S-transferase family protein,0.613122815,0.75692601
2,258774_at,T,F,AT3G10740,ARAF1|ARAF|ATASD1|ASD1,cysteine synthase D2,0.620847847,0.75618349
2,263495_at,T,F,AT2G42530,COR15B,Noc2p family,0.547957241,0.755988768
2,256268_at,T,F,AT3G12280,ATRBR1|RBR1|RB1|RB|RBR,Ubiquitin carboxyl-terminal hydrolase-related protein,0.656271976,0.755888831
2,251753_at,T,F,AT3G55760,AT3G55760,NSP-interacting kinase 1,0.731416058,0.755723215
2,267297_at,T,F,AT2G23780,AT2G23780,Plant protein of unknown function (DUF639),0.506343119,0.755530163
2,262821_at,T,F,AT1G11800,AT1G11800,Basic-leucine zipper (bZIP) transcription factor family protein,0.555958062,0.754694294
2,261131_at,T,F,AT1G19835,AT1G19835,Arabidopsis phospholipase-like protein (PEARLI 4) family,0.583243455,0.754613918
2,265876_at,T,F,AT2G42290,AT2G42290,mediator subunit 8,0.522019912,0.754213785
2,252507_at,T,F,AT3G46200,NUDT9|aTNUDT9,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.720370735,0.754049071
2,251227_at,T,F,AT3G62700,MRP10|ATMRP10,Plant protein of unknown function (DUF946),0.744211971,0.753848201
2,266202_at,T,F,AT2G02400,AT2G02400,MATE efflux family protein,0.518878756,0.753592284
2,246636_at,T,F,AT5G34850,PAP26|ATPAP26,cell division control 2,0.84487327,0.753337971
2,248977_at,T,F,AT5G45020,AT5G45020,Fatty acid/sphingolipid desaturase,0.784420596,0.752211588
2,259073_at,T,F,AT3G02290,AT3G02290,calcium-dependent protein kinase 23,0.616601138,0.752113254
2,263822_at,T,F,AT2G40240,AT2G40240,aldehyde dehydrogenase 12A1,0.544847459,0.752016491
2,251662_at,T,F,AT3G57080,RPB5B|NRPE5,cold-regulated 15a,0.735066631,0.751888434
2,251589_at,T,F,AT3G58040,SINAT2,GATA type zinc finger transcription factor family protein,0.736612853,0.751761131
2,250203_at,T,F,AT5G13980,AT5G13980,proliferating cell nuclear antigen 2,0.761180544,0.751479999
2,253855_at,T,F,AT4G28050,TET7,RING/U-box superfamily protein,0.700318981,0.75129238
2,259500_at,T,F,AT1G15740,AT1G15740,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.610520226,0.750145356
2,263608_at,T,F,AT2G16260,GR-RBP1,plant UBX domain containing protein 4,0.54612621,0.750049084
2,267544_at,T,F,AT2G32720,B54|ATCB5-B|CB5-B,homeobox gene 8,0.501487129,0.749923837
2,247642_at,T,F,AT5G60590,AT5G60590,Class II aminoacyl-tRNA and biotin synthetases superfamily protein,0.813041148,0.749576504
2,249450_at,T,F,AT5G39440,SnRK1.3,Protein of unknown function (DUF707),0.774161585,0.748566853
2,266090_at,T,F,AT2G38000,AT2G38000,allantoinase,0.519495473,0.748013614
2,264025_at,T,F,AT2G21050,LAX2,NSP-interacting kinase 2,0.541431787,0.747867032
2,254849_at,T,F,AT4G11970,AT4G11970,hydroxyproline-rich glycoprotein family protein,0.678424208,0.746371371
2,245200_at,T,F,AT1G67850,AT1G67850,Single-stranded nucleic acid binding R3H protein,0.907773592,0.746347728
2,265117_at,T,F,AT1G62500,AT1G62500,alpha-L-arabinofuranosidase 1,0.527374222,0.745383153
2,246240_at,T,F,AT4G37130,AT4G37130,early nodulin-like protein 19,0.859649663,0.745363752
2,259115_at,T,F,AT3G01360,AT3G01360,Eukaryotic aspartyl protease family protein,0.616471388,0.744859753
2,245709_at,T,F,AT5G04320,AT5G04320,xyloglucan endo-transglycosylase-related 8,0.880899346,0.74468847
2,259242_at,T,F,AT3G33520,SUF3|ARP6|ESD1|ATARP6,Dof-type zinc finger DNA-binding family protein,0.613489547,0.743868678
2,259971_at,T,F,AT1G76580,AT1G76580,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.601453605,0.743586189
2,261458_at,T,F,AT1G21080,AT1G21080,origin recognition complex protein 6,0.579260133,0.742908139
2,247606_at,T,F,AT5G61000,ATRPA70D|RPA70D,Protein of unknown function (DUF707),0.814953212,0.742788707
2,260373_at,T,F,AT1G73970,AT1G73970,Protein of unknown function (DUF295),0.595811824,0.741876985
2,261077_at,T,F,AT1G07430,HAI2,unknown protein; Has 184 Blast hits to 181 proteins in 66 species: Archae - 0; Bacteria - 2; Metazoa - 137; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).,0.584219552,0.741746171
2,258078_at,T,F,AT3G25870,AT3G25870,defective in exine formation protein (DEX1),0.626995809,0.741532912
2,254815_at,T,F,AT4G12420,SKU5,Protein phosphatase 2A regulatory B subunit family protein,0.679798523,0.741379131
2,250704_at,T,F,AT5G06265,AT5G06265,RNA-binding (RRM/RBD/RNP motifs) family protein,0.754178293,0.741313254
2,260708_at,T,F,AT1G32310,AT1G32310,Histone superfamily protein,0.589852826,0.740847312
2,261740_at,T,F,AT1G47740,AT1G47740,ARID/BRIGHT DNA-binding domain-containing protein,0.573855073,0.740069495
2,247357_at,T,F,AT5G63710,AT5G63710,Protein of unknown function (DUF620),0.825003839,0.740048163
2,254309_s_at,F,NA,AT4G22390,AT4G22390,NADH dehydrogenase (ubiquinone)s,0.687984928,0.739927778
2,262982_at,T,F,AT1G54390,ING2,D6 protein kinase like 1,0.553797949,0.739276369
2,259175_at,T,F,AT3G01560,AT3G01560,F-box/RNI-like superfamily protein,0.615095792,0.739109078
2,263330_at,T,F,AT2G15320,AT2G15320,PAS domain-containing protein tyrosine kinase family protein,0.550654295,0.737736525
2,248001_at,T,F,AT5G55990,ATCBL2|CBL2,Alpha amylase family protein,0.802223652,0.737577165
2,261891_at,T,F,AT1G80790,AT1G80790,Phosphatidylinositol-4-phosphate 5-kinase family protein,0.572816267,0.737099643
2,252298_at,T,F,AT3G49060,AT3G49060,unknown protein; Has 34 Blast hits to 33 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).,0.722650602,0.73704855
2,263035_at,T,F,AT1G23860,At-RSZ21,long chain base2,0.552482703,0.735838839
2,257224_at,T,F,AT3G27870,AT3G27870,beta-galactosidase 4,0.64368615,0.735453115
2,260259_at,T,F,AT1G74300,AT1G74300,Nucleotide-sugar transporter family protein,0.598322643,0.735203489
2,266422_at,T,F,AT2G38650,LGT7|GAUT7,"cytochrome P450, family 709, subfamily B, polypeptide 3",0.517308674,0.735167839
2,245636_at,T,F,AT1G25240,AT1G25240,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,0.881387082,0.734742956
2,260812_at,T,F,AT1G43650,AT1G43650,Pentatricopeptide repeat (PPR) superfamily protein,0.587933742,0.734593777
2,264795_at,T,T,AT1G08680,AGD14|ZIGA4,Sterile alpha motif (SAM) domain-containing protein,0.532024117,0.734482656
2,264736_at,T,F,AT1G62200,AT1G62200,winged-helix DNA-binding transcription factor family protein,0.533283665,0.732985019
2,264001_at,T,F,AT2G22420,AT2G22420,Heat shock protein 70 (Hsp 70) family protein,0.541757097,0.732225782
2,256221_at,T,F,AT1G56300,AT1G56300,disease resistance family protein / LRR family protein,0.658450506,0.732188452
2,247183_at,T,F,AT5G65440,AT5G65440,Translation initiation factor SUI1 family protein,0.829716344,0.732077744
2,251267_at,T,F,AT3G62330,AT3G62330,glutathione S-transferase tau 27,0.74392382,0.732070328
2,254580_at,T,F,AT4G19390,AT4G19390,Plant invertase/pectin methylesterase inhibitor superfamily,0.683018563,0.73190776
2,267034_at,T,F,AT2G38310,PYL4|RCAR10,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis, C globular stage, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01230.1); Has 12 Blast hits to 12 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",0.511017334,0.731252738
2,256193_at,T,F,AT1G30200,AT1G30200,MBOAT (membrane bound O-acyl transferase) family protein,0.659362241,0.729902119
2,258797_at,T,F,AT3G04730,IAA16,chaperone protein dnaJ-related,0.620007871,0.729858709
2,258928_at,T,F,AT3G10070,TAF12|TAFII58,NA,0.617818261,0.728663979
2,248221_at,T,F,AT5G53530,VPS26A,cyclin-dependent kinase-subunit 1,0.798328747,0.727769583
2,248352_at,T,F,AT5G52300,RD29B|LTI65,Plant protein of unknown function (DUF828),0.795925198,0.726985481
2,261616_at,T,F,AT1G33060,NAC014|ANAC014,NA,0.575800475,0.726396323
2,261251_at,T,F,AT1G05920,AT1G05920,DNA-binding HORMA family protein,0.580434619,0.726393107
2,257712_at,T,F,AT3G27420,AT3G27420,Duplicated homeodomain-like superfamily protein,0.631970864,0.726301971
2,261682_at,T,F,AT1G47330,AT1G47330,Protein kinase superfamily protein,0.57496974,0.726262985
2,266715_at,T,F,AT2G46780,AT2G46780,Amino acid permease family protein,0.513627136,0.7253745
2,258094_at,T,F,AT3G14690,CYP72A15,arabinogalactan protein 16,0.626508721,0.725334655
2,254850_at,T,F,AT4G12000,AT4G12000,Pentatricopeptide repeat (PPR) superfamily protein,0.678185543,0.724394443
2,259823_at,T,F,AT1G66250,AT1G66250,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haemerythrin/HHE cation-binding motif (InterPro:IPR012312); Has 59 Blast hits to 59 proteins in 14 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 56; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.604042869,0.724287766
2,247273_at,F,NA,AT5G64340,SAC51,expansin B1,0.827233373,0.723596853
2,253027_at,T,F,AT4G38150,AT4G38150,alpha/beta-Hydrolases superfamily protein,0.712562479,0.723125917
2,258213_at,T,F,AT3G17950,AT3G17950,DNA repair (Rad51) family protein,0.626266562,0.722650081
2,252669_at,T,F,AT3G44100,AT3G44100,protein kinase 1B,0.718185463,0.7222807
