nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,245198_at,T,F,AT1G67700,AT1G67700,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",0.522284637,0.608818144
2,245215_at,T,F,AT1G67830,ATFXG1|FXG1,alpha-fucosidase 1,0.621395774,0.516641345
2,245216_at,T,F,AT4G16143,IMPA-2,importin alpha isoform 2,0.633485622,0.503963314
2,245263_at,T,F,AT4G17740,AT4G17740,Peptidase S41 family protein,0.618414629,0.517577803
2,245281_at,T,F,AT4G15560,DXPS2|DXS|CLA|DEF|CLA1,Deoxyxylulose-5-phosphate synthase,0.607546911,0.524985609
2,245292_at,T,F,AT4G15093,AT4G15093,catalytic LigB subunit of aromatic ring-opening dioxygenase family,0.562323999,0.525193598
2,245339_at,T,F,AT4G16120,ATSEB1|COBL7|SEB1,COBRA-like protein-7 precursor,0.693586546,0.508384673
2,245347_at,T,F,AT4G14890,AT4G14890,2Fe-2S ferredoxin-like superfamily protein,0.540954743,0.583708593
2,245354_at,T,F,AT4G17600,LIL3:1,Chlorophyll A-B binding family protein,0.52081565,0.583043698
2,245360_at,T,F,AT4G16330,AT4G16330,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.569157886,0.540019939
2,245364_at,T,F,AT4G15790,AT4G15790,unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 411 Blast hits to 380 proteins in 121 species: Archae - 4; Bacteria - 107; Metazoa - 85; Fungi - 29; Plants - 59; Viruses - 0; Other Eukaryotes - 127 (source: NCBI BLink).,0.682317174,0.583529182
2,245387_at,T,F,AT4G17520,AT4G17520,Hyaluronan / mRNA binding family,0.580931821,0.774241286
2,245388_at,T,F,AT4G16410,AT4G16410,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF751 (InterPro:IPR008470); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.527559168,0.57961866
2,245396_at,T,F,AT4G14870,AT4G14870,secE/sec61-gamma protein transport protein,0.565227342,0.54367947
2,245417_at,T,F,AT4G17360,AT4G17360,Formyl transferase,0.54619362,0.557442494
2,245448_at,T,F,AT4G16860,RPP4,Disease resistance protein (TIR-NBS-LRR class) family,0.53776038,0.568172103
2,245449_at,T,F,AT4G16870,AT4G16870,"copia-like retrotransposon family, has a 0. P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.539846775,0.623811054
2,245456_at,T,F,AT4G16950,RPP5,Disease resistance protein (TIR-NBS-LRR class) family,0.52624673,0.541663984
2,245460_at,T,F,AT4G16990,RLM3,"disease resistance protein (TIR-NBS class), putative",0.539940572,0.535159353
2,245466_at,T,F,AT4G16600,AT4G16600,Nucleotide-diphospho-sugar transferases superfamily protein,0.511224952,0.540345912
2,245527_at,T,F,AT4G15955,AT4G15955,alpha/beta-Hydrolases superfamily protein,0.698910307,0.528485544
2,245529_at,T,F,AT4G15570,MAA3,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.657866551,0.574427949
2,245543_at,T,F,AT4G15260,AT4G15260,UDP-Glycosyltransferase superfamily protein,0.736681285,0.518989283
2,245576_at,T,F,AT4G14770,TCX2|ATTCX2,TESMIN/TSO1-like CXC 2,0.62076061,0.616712897
2,245592_at,T,F,AT4G14540,NF-YB3,"nuclear factor Y, subunit B3",0.581600659,0.571161442
2,245632_at,T,F,AT1G25290,ATRBL10|RBL10,RHOMBOID-like protein 10,0.52957573,0.603427649
2,245633_at,T,F,AT1G25280,AtTLP10|TLP10,tubby like protein 10,0.601607777,0.507124751
2,245659_at,T,F,AT1G28260,AT1G28260,Telomerase activating protein Est1,0.668844026,0.507131753
2,245744_at,T,T,AT1G51110,AT1G51110,Plastid-lipid associated protein PAP / fibrillin family protein,0.535614902,0.590526718
2,245748_at,T,F,AT1G51140,AT1G51140,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.78514823,0.512142479
2,245774_at,T,F,AT1G30210,ATTCP24|TCP24,"TEOSINTE BRANCHED 1, cycloidea, and PCF family 24",0.518269479,0.555963584
2,245775_at,T,F,AT1G30270,SnRK3.23|CIPK23|ATCIPK23|LKS1,CBL-interacting protein kinase 23,0.564550054,0.528538849
2,245783_s_at,F,NA,AT1G35170,AT1G35170,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein",0.555537496,0.556538899
2,245788_at,T,F,AT1G32120,AT1G32120,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Aminotransferase-like, plant mobile domain (InterPro:IPR019557), Protein of unknown function DUF716 (InterPro:IPR006904); BEST Arabidopsis thaliana protein match is: Aminotransferase-like, plant mobile domain family protein (TAIR:AT1G51538.1); Has 16736 Blast hits to 9656 proteins in 576 species: Archae - 4; Bacteria - 1182; Metazoa - 7098; Fungi - 2631; Plants - 1178; Viruses - 174; Other Eukaryotes - 4469 (source: NCBI BLink).",0.528872678,0.618436686
2,245793_at,T,F,AT1G32220,AT1G32220,NAD(P)-binding Rossmann-fold superfamily protein,0.546454863,0.560769708
2,245803_at,T,F,AT1G47128,RD21|RD21A,Granulin repeat cysteine protease family protein,0.743520478,0.511654085
2,245809_at,T,F,AT1G58440,XF1|SQE1,FAD/NAD(P)-binding oxidoreductase family protein,0.516786257,0.615689727
2,245852_at,T,F,AT5G13510,AT5G13510,Ribosomal protein L10 family protein,0.560595953,0.517693144
2,245877_at,T,F,AT1G26220,AT1G26220,Acyl-CoA N-acyltransferases (NAT) superfamily protein,0.545452988,0.552561857
2,245924_at,T,F,AT5G28750,AT5G28750,Bacterial sec-independent translocation protein mttA/Hcf106,0.520190787,0.570413997
2,245937_at,T,F,AT5G19750,AT5G19750,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,0.548140103,0.697673162
2,245952_at,T,F,AT5G28500,AT5G28500,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G04550.1); Has 109 Blast hits to 109 proteins in 49 species: Archae - 0; Bacteria - 67; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",0.536669553,0.545702054
2,245954_at,T,F,AT5G28530,FRS10,FAR1-related sequence 10,0.550976842,0.599614021
2,245968_at,T,F,AT5G19810,AT5G19810,Proline-rich extensin-like family protein,0.500752266,0.510716223
2,245977_at,T,F,AT5G13110,G6PD2,glucose-6-phosphate dehydrogenase 2,0.62906338,0.52963527
2,245981_at,T,F,AT5G13100,AT5G13100,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.556415528,0.730259731
2,245984_at,T,F,AT5G13090,AT5G13090,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.504674432,0.582608012
2,246012_at,T,F,AT5G10650,AT5G10650,RING/U-box superfamily protein,0.736738011,0.542879093
2,246015_at,T,F,AT5G10700,AT5G10700,Peptidyl-tRNA hydrolase II (PTH2) family protein,0.521881226,0.588495771
2,246017_at,T,F,AT5G10730,AT5G10730,NAD(P)-binding Rossmann-fold superfamily protein,0.655224402,0.551403281
2,246019_at,T,F,AT5G10690,AT5G10690,pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein,0.6096532,0.526940539
2,246031_at,T,F,AT5G21160,AT5G21160,LA RNA-binding protein,0.536376805,0.663807764
2,246045_at,T,F,AT5G19430,AT5G19430,RING/U-box superfamily protein,0.549572052,0.722561149
2,246060_at,T,F,AT5G08420,AT5G08420,RNA-binding KH domain-containing protein,0.740585953,0.667574138
2,246071_at,T,F,AT5G20150,SPX1|ATSPX1,SPX  domain gene 1,0.659033772,0.579289968
2,246108_at,T,F,AT5G28630,AT5G28630,glycine-rich protein,0.683111078,0.51550421
2,246110_at,T,F,AT5G20140,AT5G20140,SOUL heme-binding family protein,0.538315208,0.573003035
2,246154_at,T,F,AT5G19940,AT5G19940,Plastid-lipid associated protein PAP / fibrillin family protein,0.50451606,0.617764739
2,246197_at,T,F,AT4G37010,CEN2,centrin 2,0.540065563,0.510225644
2,246201_at,T,F,AT4G36750,AT4G36750,Quinone reductase family protein,0.537465112,0.516282122
2,246237_at,T,F,AT4G36390,AT4G36390,Methylthiotransferase,0.57272793,0.534461251
2,246240_at,T,F,AT4G37130,AT4G37130,hydroxyproline-rich glycoprotein family protein,0.545294263,0.545682931
2,246272_at,T,F,AT4G37150,MES9|ATMES9,methyl esterase 9,0.651040291,0.667318982
2,246286_at,T,F,AT1G31910,AT1G31910,GHMP kinase family protein,0.527164183,0.559796167
2,246300_at,T,F,AT3G51830,SAC8|ATG5,SAC domain-containing protein 8,0.654594624,0.662357153
2,246313_at,T,F,AT1G31920,AT1G31920,Tetratricopeptide repeat (TPR)-like superfamily protein,0.581770044,0.524463088
2,246346_at,T,F,AT3G56810,AT3G56810,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 14 Blast hits to 14 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 14; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.629387085,0.655680356
2,246373_at,T,F,AT1G51860,AT1G51860,Leucine-rich repeat protein kinase family protein,0.503195026,0.555866382
2,246392_at,F,NA,AT1G58120,AT1G58120,BEST Arabidopsis thaliana protein match is: methyltransferases (TAIR:AT5G01710.1); Has 93 Blast hits to 93 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 92; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.713180698,0.588824377
2,246411_at,T,F,AT1G57770,AT1G57770,FAD/NAD(P)-binding oxidoreductase family protein,0.50237268,0.604528093
2,246440_at,T,F,AT5G17650,AT5G17650,glycine/proline-rich protein,0.537134836,0.501313724
2,246441_at,T,F,AT5G17560,AT5G17560,BolA-like family protein,0.512854928,0.520895278
2,246454_at,T,F,AT5G16710,DHAR3,dehydroascorbate reductase 1,0.537372458,0.561892894
2,246483_at,T,F,AT5G16000,NIK1,NSP-interacting kinase 1,0.65478028,0.711903682
2,246487_at,T,F,AT5G16030,AT5G16030,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G02500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.622707702,0.512256947
2,246492_at,T,F,AT5G16140,AT5G16140,Peptidyl-tRNA hydrolase family protein,0.549104677,0.583856676
2,246493_at,T,F,AT5G16180,CRS1|ATCRS1,ortholog of maize chloroplast splicing factor CRS1,0.500536578,0.521434904
2,246536_at,T,F,AT5G15920,SMC5,structural maintenance of chromosomes 5,0.562388588,0.529782037
2,246547_at,T,F,AT5G14970,AT5G14970,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G14910.1); Has 579 Blast hits to 397 proteins in 95 species: Archae - 0; Bacteria - 294; Metazoa - 0; Fungi - 0; Plants - 86; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink).,0.50638826,0.612806116
2,246548_at,T,F,AT5G14910,AT5G14910,Heavy metal transport/detoxification superfamily protein,0.562900343,0.556822934
2,246582_at,T,F,AT1G31750,AT1G31750,proline-rich family protein,0.718917275,0.52744181
2,246596_at,T,F,AT5G14740,BETA CA2|CA2|CA18,carbonic anhydrase 2,0.521761299,0.573212421
2,246611_at,T,F,AT5G35330,ATMBD2|MBD02|MBD2,methyl-CPG-binding domain protein 02,0.510440896,0.542969621
2,246613_at,T,F,AT5G35360,CAC2,acetyl Co-enzyme a carboxylase biotin carboxylase subunit,0.53964203,0.655414941
2,246630_at,NA,NA,NA,NA,NA,0.629051214,0.528803189
2,246631_at,T,F,AT1G50740,AT1G50740,Transmembrane proteins 14C,0.570956503,0.567006752
2,246644_at,T,F,AT5G35100,AT5G35100,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,0.508759058,0.640157443
2,246665_s_at,F,NA,AT5G34820,AT5G34820,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G20770.1); similar to hypothetical protein 40.t00047 [Brassica oleracea] (GB:ABD65162.1),0.508042731,0.656218666
2,246673_at,T,F,AT5G30510,ARRPS1|RPS1,ribosomal protein S1,0.51566089,0.586431942
2,246682_at,T,F,AT5G33290,XGD1,xylogalacturonan deficient 1,0.700987934,0.531881159
2,246768_at,F,NA,AT5G27400,AT5G27400,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.524515615,0.738514249
2,246860_at,T,F,AT5G25840,AT5G25840,Protein of unknown function (DUF1677),0.559170348,0.504512947
2,246861_at,T,F,AT5G25890,IAA28|IAR2,indole-3-acetic acid inducible 28,0.643183718,0.510305371
2,246886_at,T,F,AT5G26240,ATCLC-D|CLC-D,chloride channel D,0.594135145,0.501842519
2,246912_at,T,F,AT5G25820,AT5G25820,Exostosin family protein,0.568567874,0.537056442
2,246952_at,T,F,AT5G04820,OFP13|ATOFP13,ovate family protein 13,0.55359274,0.748167976
2,246957_at,T,F,AT5G24670,AT5G24670,Cytidine/deoxycytidylate deaminase family protein,0.645966103,0.55452404
2,246995_at,T,F,AT5G67470,ATFH6|FH6,formin homolog 6,0.508061179,0.528936962
2,247001_at,T,F,AT5G67330,ATNRAMP4|NRAMP4,natural resistance associated macrophage protein 4,0.670434828,0.708082926
2,247019_at,T,F,AT5G67010,AT5G67010,Integrase-type DNA-binding superfamily protein,0.516972817,0.517486247
2,247057_at,T,F,AT5G66770,AT5G66770,GRAS family transcription factor,0.672941921,0.642679532
2,247079_at,T,F,AT5G66055,AKRP|EMB16|EMB2036,ankyrin repeat protein,0.574361741,0.561616323
2,247095_at,T,F,AT5G66400,RAB18|ATDI8,Dehydrin family protein,0.522714695,0.804552282
2,247113_at,T,F,AT5G65960,AT5G65960,GTP binding,0.574114639,0.564406614
2,247114_at,T,F,AT5G65910,AT5G65910,BSD domain-containing protein,0.54358228,0.583660403
2,247128_at,T,F,AT5G66110,AT5G66110,Heavy metal transport/detoxification superfamily protein,0.554683186,0.543258395
2,247138_at,T,F,AT5G66120,AT5G66120,"3-dehydroquinate synthase, putative",0.50068222,0.618169365
2,247192_at,T,F,AT5G65360,AT5G65360,Histone superfamily protein,0.632895498,0.695432198
2,247201_at,T,F,AT5G65220,AT5G65220,Ribosomal L29 family protein,0.537682441,0.59259756
2,247247_at,T,F,AT5G64650,AT5G64650,Ribosomal protein L17 family protein,0.507287868,0.708781202
2,247251_at,T,F,AT5G64740,IXR2|PRC1|E112|CESA6,cellulose synthase 6,0.560223465,0.660793975
2,247252_at,T,F,AT5G64770,RGF9,"Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9).",0.570802476,0.540596247
2,247270_at,T,F,AT5G64220,AT5G64220,Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains,0.504316527,0.541032205
2,247278_at,T,F,AT5G64380,AT5G64380,Inositol monophosphatase family protein,0.582840229,0.542345326
2,247291_at,T,F,AT5G64480,AT5G64480,unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.518525471,0.507203298
2,247293_at,T,F,AT5G64510,AT5G64510,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 10 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.62154672,0.605387664
2,247301_at,T,F,AT5G63920,TOP3A,topoisomerase 3alpha,0.542541545,0.718013871
2,247384_at,T,F,AT5G63370,AT5G63370,Protein kinase superfamily protein,0.561389189,0.511014847
2,247408_at,T,F,AT5G62760,AT5G62760,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.58540051,0.556848896
2,247431_at,T,F,AT5G62520,SRO5,similar to RCD one 5,0.500907469,0.50974067
2,247437_at,T,F,AT5G62490,ATHVA22B|HVA22B,HVA22 homologue B,0.549442551,0.625779178
2,247457_at,T,F,AT5G62170,AT5G62170,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G51850.1); Has 381 Blast hits to 359 proteins in 81 species: Archae - 0; Bacteria - 16; Metazoa - 101; Fungi - 21; Plants - 99; Viruses - 3; Other Eukaryotes - 141 (source: NCBI BLink).,0.64927271,0.570217385
2,247466_at,T,F,AT5G62090,SLK2,SEUSS-like 2,0.552134093,0.683524879
2,247469_at,T,F,AT5G62165,AGL42,AGAMOUS-like 42,0.505441937,0.547369178
2,247486_at,T,F,AT5G62140,AT5G62140,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 13 growth stages; Has 60 Blast hits to 60 proteins in 24 species: Archae - 0; Bacteria - 14; Metazoa - 0; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.528161651,0.55524917
2,247519_at,T,F,AT5G61430,NAC100|ATNAC5|ANAC100,NAC domain containing protein 100,0.507972053,0.545576007
2,247563_at,T,F,AT5G61130,PDCB1,plasmodesmata callose-binding protein 1,0.644588386,0.525644107
2,247565_at,T,F,AT5G61150,VIP4,leo1-like family protein,0.502445936,0.532894758
2,247574_at,F,NA,AT5G61230,AT5G61230,Ankyrin repeat family protein,0.706012184,0.592735958
2,247606_at,T,F,AT5G61000,ATRPA70D|RPA70D,Replication factor-A protein 1-related,0.596845681,0.746236587
2,247627_at,T,F,AT5G60360,AALP|SAG2|ALP,aleurain-like protease,0.704190564,0.614532205
2,247642_at,T,F,AT5G60590,AT5G60590,DHBP synthase RibB-like alpha/beta domain,0.57410378,0.533372249
2,247650_at,T,F,AT5G59960,AT5G59960,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleus; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.504484486,0.674089464
2,247651_at,T,F,AT5G59870,HTA6,histone H2A 6,0.597669046,0.704326041
2,247673_at,T,F,AT5G60230,SEN2|ATSEN2,splicing endonuclease 2,0.637064638,0.619187242
2,247709_at,T,F,AT5G59250,AT5G59250,Major facilitator superfamily protein,0.51795275,0.587736938
2,247712_at,T,F,AT5G59300,ATUBC7|UBC7,ubiquitin carrier protein 7,0.596384657,0.539118788
2,247745_at,T,F,AT5G59030,COPT1,copper transporter 1,0.519563652,0.630172005
2,247750_at,T,F,AT5G58950,AT5G58950,Protein kinase superfamily protein,0.515508941,0.812583882
2,247775_at,T,F,AT5G58690,PLC5|ATPLC5,phosphatidylinositol-speciwc phospholipase C5,0.643664484,0.520239088
2,247779_at,T,F,AT5G58760,DDB2,damaged DNA binding 2,0.511314198,0.521678446
2,247808_at,T,F,AT5G58190,ECT10,evolutionarily conserved C-terminal region 10,0.502143661,0.564012171
2,247816_at,T,F,AT5G58260,AT5G58260,"oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor",0.528895647,0.565537277
2,247818_at,T,F,AT5G58370,AT5G58370,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.618351743,0.650326526
2,247847_at,T,F,AT5G58110,AT5G58110,chaperone binding;ATPase activators,0.565909756,0.542520608
2,247854_at,T,F,AT5G58200,AT5G58200,Calcineurin-like metallo-phosphoesterase superfamily protein,0.654122264,0.644372597
2,247862_at,T,F,AT5G58250,AT5G58250,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2488 (InterPro:IPR019616); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.534346498,0.575152592
2,247918_at,T,F,AT5G57610,AT5G57610,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,0.534715246,0.757389617
2,247936_at,T,F,AT5G57030,LUT2,Lycopene beta/epsilon cyclase protein,0.550560513,0.562926011
2,247946_at,T,F,AT5G57180,CIA2,chloroplast import apparatus 2,0.604553408,0.534987662
2,247957_at,T,F,AT5G57050,ABI2|AtABI2,Protein phosphatase 2C family protein,0.683328193,0.618487648
2,247992_at,T,F,AT5G56520,AT5G56520,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G55365.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.51832355,0.761377183
2,248026_at,T,F,AT5G55710,AT5G55710,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: Uncharacterised conserved protein ycf60 (TAIR:AT2G47840.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.553939491,0.589710881
2,248043_s_at,F,NA,AT5G56010,AtHsp90-3|AtHsp90.3|Hsp81.3|HSP81-3,heat shock protein 81-3,0.500436248,0.577455577
2,248063_at,T,F,AT5G55550,AT5G55550,RNA-binding (RRM/RBD/RNP motifs) family protein,0.615011095,0.51555231
2,248064_at,NA,NA,NA,NA,NA,0.530524699,0.502891183
2,248152_at,T,F,AT5G54260,MRE11|ATMRE11,DNA repair and meiosis protein (Mre11),0.650246639,0.567576719
2,248174_at,T,F,AT5G54600,AT5G54600,Translation protein SH3-like family protein,0.580945811,0.542205323
2,248177_at,T,F,AT5G54630,AT5G54630,zinc finger protein-related,0.614957107,0.526798785
2,248179_at,T,F,AT5G54380,THE1,protein kinase family protein,0.646674507,0.638418426
2,248187_at,T,F,AT5G53940,AT5G53940,Yippee family putative zinc-binding protein,0.523141492,0.529053317
2,248193_at,T,F,AT5G54080,HGO,"homogentisate 1,2-dioxygenase",0.716345013,0.603945916
2,248197_at,T,F,AT5G54190,PORA,protochlorophyllide oxidoreductase A,0.531395979,0.554682201
