nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,249076_at,T,F,AT5G43970,TOM9-2|ATTOM22-V|TOM22-V,translocase of outer membrane 22-V,0.580934961,0.731377617
2,249085_at,T,F,AT5G44170,AT5G44170,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.622444895,0.572223407
2,249125_at,T,F,AT5G43450,AT5G43450,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.631452278,0.640725184
2,249238_at,T,F,AT5G41970,AT5G41970,Metal-dependent protein hydrolase,0.652964829,0.644045206
2,249276_at,T,F,AT5G41880,POLA3|POLA4,DNA primases;DNA primases,0.603299318,0.546693757
2,249307_s_at,F,NA,AT5G41360,XPB2|ATXPB2,homolog of Xeroderma pigmentosum complementation group B 2,0.551652572,0.642367217
2,249335_at,T,F,AT5G41010,NRPB12|NRPD12|NRPE12,"DNA directed RNA polymerase, 7 kDa subunit",0.541031482,0.506786003
2,249342_at,T,F,AT5G40660,AT5G40660,ATP12 protein-related,0.501054929,0.556951331
2,249424_s_at,F,NA,AT5G39800,AT5G39800,Mitochondrial ribosomal protein L27,0.79974409,0.576660141
2,249592_at,T,F,AT5G37890,AT5G37890,Protein with RING/U-box and TRAF-like domains,0.540584448,0.669125364
2,249640_at,T,F,AT5G36940,CAT3,cationic amino acid transporter 3,0.610524276,0.63162392
2,249644_at,T,F,AT5G37010,AT5G37010,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65710.1); Has 6746 Blast hits to 5259 proteins in 486 species: Archae - 7; Bacteria - 485; Metazoa - 3508; Fungi - 577; Plants - 378; Viruses - 50; Other Eukaryotes - 1741 (source: NCBI BLink).,0.726439364,0.530002907
2,249650_at,T,F,AT5G37055,SEF|ATSWC6,HIT-type Zinc finger family protein,0.662497883,0.571572549
2,249663_s_at,F,NA,AT5G36660,AT5G36660,"pseudogene, hypothetical protein",0.553208765,0.528085345
2,249671_at,T,F,AT5G35900,LBD35,LOB domain-containing protein 35,0.648795494,0.528004771
2,249713_at,NA,NA,NA,NA,NA,0.571962288,0.513611384
2,249718_at,T,F,AT5G35740,AT5G35740,Carbohydrate-binding X8 domain superfamily protein,0.666697179,0.577805615
2,249818_at,T,F,AT5G23860,TUB8,tubulin beta 8,0.648675882,0.703416211
2,249873_at,T,F,AT5G23140,CLPP2|NCLPP7,nuclear-encoded CLP protease P7,0.614905552,0.512239236
2,249941_at,T,F,AT5G22270,AT5G22270,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G11600.1); Has 136 Blast hits to 136 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 136; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.528521687,0.54355321
2,249964_at,T,F,AT5G19010,MPK16,mitogen-activated protein kinase 16,0.656095703,0.534353617
2,250063_at,T,F,AT5G17880,CSA1,disease resistance protein (TIR-NBS-LRR class),0.684691151,0.534798722
2,250087_at,T,F,AT5G17270,AT5G17270,Protein prenylyltransferase superfamily protein,0.502984184,0.541955937
2,250105_at,T,F,AT5G16630,ATRAD4|RAD4,DNA repair protein Rad4 family,0.519013525,0.741838667
2,250163_at,NA,NA,NA,NA,NA,0.60512793,0.594524896
2,250168_at,T,F,AT5G15320,AT5G15320,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01130.1); Has 64 Blast hits to 64 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.539688382,0.631818461
2,250223_at,T,F,AT5G14070,ROXY2,Thioredoxin superfamily protein,0.529127264,0.582600894
2,250250_at,T,F,AT5G13610,AT5G13610,Protein of unknown function (DUF155),0.604141758,0.551588006
2,250272_at,T,F,AT5G13000,ATGSL12|gsl12|GSL12,glucan synthase-like 12,0.683943786,0.544272884
2,250333_at,T,F,AT5G11690,ATTIM17-3|TIM17-3,translocase inner membrane subunit 17-3,0.819851221,0.513093554
2,250402_at,T,F,AT5G10940,AT5G10940,transducin family protein / WD-40 repeat family protein,0.663424754,0.5211522
2,250465_at,T,F,AT5G10070,AT5G10070,RNase L inhibitor protein-related,0.815868076,0.518822809
2,250497_at,T,F,AT5G09630,AT5G09630,LisH/CRA/RING-U-box domains-containing protein,0.553970462,0.662560323
2,250528_at,T,F,AT5G08600,AT5G08600,U3 ribonucleoprotein (Utp) family protein,0.78887575,0.636950425
2,250562_at,T,F,AT5G08040,TOM5,mitochondrial import receptor subunit TOM5 homolog,0.76536922,0.520742076
2,250564_at,T,F,AT5G08060,AT5G08060,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 16 growth stages; Has 42 Blast hits to 42 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.520975236,0.616953761
2,250699_at,T,F,AT5G06820,SRF2,STRUBBELIG-receptor family 2,0.626105999,0.532191166
2,250704_at,T,F,AT5G06265,AT5G06265,hyaluronan mediated motility receptor-related,0.564954585,0.547804696
2,250718_at,T,F,AT5G06240,emb2735,embryo defective 2735,0.710066455,0.556514857
2,250762_at,T,F,AT5G05990,AT5G05990,Mitochondrial glycoprotein family protein,0.744339638,0.651674532
2,250843_at,T,F,AT5G04430,BTR1|BTR1L|BTR1S,binding to TOMV RNA 1L (long form),0.739470689,0.633235127
2,250883_at,T,F,AT5G03970,AT5G03970,F-box associated ubiquitination effector family protein,0.610328686,0.51595172
2,250898_at,T,F,AT5G03300,ADK2,adenosine kinase 2,0.528445634,0.788331462
2,250922_at,T,F,AT5G03345,AT5G03345,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Magnesium transporter (InterPro:IPR018937); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.513370523,0.671866561
2,250956_at,T,F,AT5G03210,AT5G03210,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: 7 growth stages; Has 6 Blast hits to 6 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.537814006,0.58944341
2,250970_at,T,F,AT5G02770,AT5G02770,unknown protein; Has 469 Blast hits to 336 proteins in 126 species: Archae - 0; Bacteria - 54; Metazoa - 249; Fungi - 22; Plants - 47; Viruses - 0; Other Eukaryotes - 97 (source: NCBI BLink).,0.67156673,0.514830593
2,250996_at,T,F,AT5G02530,AT5G02530,RNA-binding (RRM/RBD/RNP motifs) family protein,0.619408967,0.584321538
2,251090_at,T,F,AT5G01340,AT5G01340,Mitochondrial substrate carrier family protein,0.555879723,0.512800396
2,251122_at,T,F,AT5G01020,AT5G01020,Protein kinase superfamily protein,0.724323391,0.510604649
2,251128_at,T,F,AT5G01110,AT5G01110,Tetratricopeptide repeat (TPR)-like superfamily protein,0.514038549,0.580510513
2,251247_at,T,F,AT3G62140,AT3G62140,"CONTAINS InterPro DOMAIN/s: NEFA-interacting nuclear protein NIP30, N-terminal (InterPro:IPR019331); Has 398 Blast hits to 395 proteins in 139 species: Archae - 0; Bacteria - 6; Metazoa - 193; Fungi - 83; Plants - 36; Viruses - 0; Other Eukaryotes - 80 (source: NCBI BLink).",0.724021884,0.545481578
2,251376_at,T,F,AT3G60630,ATHAM2|HAM2,GRAS family transcription factor,0.857472377,0.505195003
2,251378_at,T,F,AT3G60660,AT3G60660,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1395 (InterPro:IPR009829); Has 131 Blast hits to 131 proteins in 44 species: Archae - 0; Bacteria - 0; Metazoa - 83; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).,0.667298271,0.586143467
2,251383_at,T,F,AT3G60740,EMB133|TTN1|TFC D|CHO,ARM repeat superfamily protein,0.531646152,0.55004628
2,251474_at,T,F,AT3G59630,AT3G59630,diphthamide synthesis DPH2 family protein,0.810270251,0.50754521
2,251524_at,T,F,AT3G58990,IPMI1,isopropylmalate isomerase 1,0.805064262,0.545604896
2,251525_at,T,F,AT3G59000,AT3G59000,F-box/RNI-like superfamily protein,0.566953416,0.668271672
2,251536_at,T,F,AT3G58610,AT3G58610,ketol-acid reductoisomerase,0.567977107,0.650683567
2,251550_at,T,F,AT3G58800,AT3G58800,unknown protein; Has 75 Blast hits to 75 proteins in 23 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 53; Viruses - 17; Other Eukaryotes - 5 (source: NCBI BLink).,0.653341737,0.521054462
2,251562_at,T,F,AT3G57890,AT3G57890,Tubulin binding cofactor C domain-containing protein,0.505558179,0.556539526
2,251712_at,T,F,AT3G56120,AT3G56120,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.531281537,0.612757927
2,251714_at,T,F,AT3G56370,AT3G56370,Leucine-rich repeat protein kinase family protein,0.528594134,0.521098534
2,251736_at,T,F,AT3G56130,AT3G56130,biotin/lipoyl attachment domain-containing protein,0.660126659,0.526427133
2,251757_at,T,F,AT3G55640,AT3G55640,Mitochondrial substrate carrier family protein,0.669620419,0.507569819
2,251844_at,T,F,AT3G54630,AT3G54630,CONTAINS InterPro DOMAIN/s: Kinetochore protein Ndc80 (InterPro:IPR005550); Has 24780 Blast hits to 15608 proteins in 1321 species: Archae - 545; Bacteria - 2969; Metazoa - 12597; Fungi - 2181; Plants - 1581; Viruses - 39; Other Eukaryotes - 4868 (source: NCBI BLink).,0.597810207,0.668017215
2,251846_at,T,F,AT3G54560,HTA11,histone H2A 11,0.699637784,0.559151134
2,251852_at,T,F,AT3G54750,AT3G54750,unknown protein; Has 145 Blast hits to 145 proteins in 60 species: Archae - 0; Bacteria - 0; Metazoa - 99; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).,0.546096642,0.502869081
2,251880_at,T,F,AT3G54290,AT3G54290,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haemerythrin/HHE cation-binding motif (InterPro:IPR012312); Has 59 Blast hits to 59 proteins in 14 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 56; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.537501235,0.548609537
2,251905_at,T,F,AT3G53710,AGD6,ARF-GAP domain 6,0.555850715,0.788637394
2,252059_at,T,F,AT3G52560,UEV1D|UEV1D-4|MMZ4,ubiquitin E2 variant 1D-4,0.688433388,0.566442658
2,252073_at,T,F,AT3G51750,AT3G51750,unknown protein; Has 15 Blast hits to 14 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.764447367,0.512440336
2,252121_at,T,F,AT3G51160,MUR1|GMD2|MUR_1,NAD(P)-binding Rossmann-fold superfamily protein,0.569340449,0.511432318
2,252124_at,T,F,AT3G51010,AT3G51010,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 24 Blast hits to 24 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.502528313,0.73034151
2,252179_at,T,F,AT3G50760,GATL2,galacturonosyltransferase-like 2,0.632143044,0.647873424
2,252279_at,T,F,AT3G49700,ACS9|AtACS9|ETO3,1-aminocyclopropane-1-carboxylate synthase 9,0.506543614,0.560923734
2,252388_at,T,F,AT3G47850,AT3G47850,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 12 growth stages; Has 57 Blast hits to 57 proteins in 32 species: Archae - 0; Bacteria - 5; Metazoa - 12; Fungi - 4; Plants - 29; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).,0.697146783,0.501990805
2,252390_at,T,F,AT3G47836,AT3G47836,unknown protein; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.791382914,0.547624922
2,252442_at,T,F,AT3G46940,DUT1,DUTP-PYROPHOSPHATASE-LIKE 1,0.724536253,0.577616594
2,252449_at,T,F,AT3G47060,ftsh7,FTSH protease 7,0.738713291,0.536759558
2,252524_at,T,F,AT3G46430,AT3G46430,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G59613.2); Has 51 Blast hits to 51 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 51; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.612827228,0.606383175
2,252700_at,T,F,AT3G43690,AT3G43690,"copia-like retrotransposon family protein, has a 1.4e-29 P-value blast match to gb|AAG52950.1| putative envelope protein (Endovir1-1) (Arabidopsis thaliana) (Ty1_Copia-family)",0.544014026,0.575756486
2,252734_at,T,F,AT3G43160,MEE38,maternal effect embryo arrest 38,0.562552657,0.576004532
2,252754_at,T,F,AT3G43510,AT3G43510,"copia-like retrotransposon family, has a 2.3e-11 P-value blast match to GB:BAA11674 ORF(AA 1-1338) (Ty1_Copia-element) (Nicotiana tabacum)",0.524289564,0.509929547
2,252868_at,T,F,AT4G39920,TFC C|POR,C-CAP/cofactor C-like domain-containing protein,0.721883337,0.553621195
2,252875_at,T,F,AT4G39990,ATGB3|RABA4B|ATRABA4B|ATRAB11G,RAB GTPase homolog A4B,0.554082371,0.648260132
2,252887_at,T,F,AT4G39240,AT4G39240,Galactose oxidase/kelch repeat superfamily protein,0.504681072,0.546878905
2,252912_at,T,F,AT4G39200,AT4G39200,Ribosomal protein S25 family protein,0.531946332,0.501581266
2,252941_at,T,F,AT4G39280,AT4G39280,"phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative",0.731955001,0.533721261
2,252954_at,T,F,AT4G38660,AT4G38660,Pathogenesis-related thaumatin superfamily protein,0.590513012,0.740251071
2,252997_at,T,F,AT4G38400,ATEXPL2|ATEXLA2|ATHEXP BETA 2.2|EXPL2|EXLA2,expansin-like A2,0.600327666,0.682525558
2,252998_at,T,F,AT4G38510,AT4G38510,"ATPase, V1 complex, subunit B protein",0.518257192,0.534774139
2,253025_at,T,T,AT4G38120,AT4G38120,ARM repeat superfamily protein,0.615177788,0.502757418
