nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average
4,245321_at,T,F,AT4G15545,AT4G15545,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G16520.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.111103946,0.818039533,0.907745507,0.501667182,0.861630198,0.640037273
4,245323_at,T,F,AT4G16500,AT4G16500,Cystatin/monellin superfamily protein,0.037427061,0.796159456,0.799090069,0.502179499,0.761393184,0.579249854
4,245324_at,T,F,AT4G17260,AT4G17260,Lactate/malate dehydrogenase family protein,0.178142905,0.718333734,0.862485931,0.599175258,0.832060984,0.638039762
4,245327_at,T,F,AT4G16850,AT4G16850,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G31130.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.225654004,0.813230529,0.899579144,0.514348693,0.89345299,0.669253072
4,245335_at,T,F,AT4G16160,ATOEP16-2|ATOEP16-S,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,0.194041686,0.663216128,0.650699048,0.595300513,0.644157741,0.549483023
4,245341_at,T,F,AT4G16447,AT4G16447,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.3131826,0.512069493,0.77794075,0.54361309,0.658878225,0.561136832
4,245356_at,T,F,AT4G13940,MEE58|HOG1|SAHH1|EMB1395|ATSAHH1,S-adenosyl-L-homocysteine hydrolase,0.183230549,0.892015003,0.870469309,0.51078779,0.8506355,0.66142763
4,245363_at,T,F,AT4G15120,AT4G15120,VQ motif-containing protein,0.203334855,0.778082249,0.88331381,0.56642712,0.868303732,0.659892353
4,245365_at,T,F,AT4G17720,AT4G17720,RNA-binding (RRM/RBD/RNP motifs) family protein,0.147398251,0.668206718,0.799946732,0.511551952,0.582719057,0.541964542
4,245376_at,T,F,AT4G17690,AT4G17690,Peroxidase superfamily protein,0.135736971,0.736769641,0.805459475,0.50671335,0.778072755,0.592550438
4,245377_at,NA,NA,NA,NA,NA,0.142732489,0.726849426,0.776270926,0.561726516,0.800524007,0.601620673
4,245401_at,T,F,AT4G17670,AT4G17670,Protein of unknown function (DUF581),0.269573572,0.821626268,0.861865339,0.553807716,0.886359695,0.678646518
4,245406_at,T,F,AT4G17160,ATRABB1A|RABB1a|ATRAB2B,RAB GTPase homolog B1A,0.03512726,0.739382288,0.749203665,0.534299517,0.605013289,0.532605204
4,245418_at,T,F,AT4G17370,AT4G17370,Oxidoreductase family protein,0.070650636,0.925429659,0.736146024,0.511259671,0.764296369,0.601556472
4,245437_at,NA,NA,NA,NA,NA,0.129331414,0.855481116,0.788941738,0.511484926,0.797807158,0.61660927
4,245444_at,T,F,AT4G16740,TPS03|ATTPS03,terpene synthase 03,0.162409405,0.774069252,0.780263535,0.584495855,0.692686781,0.598784966
4,245449_at,T,F,AT4G16870,AT4G16870,"copia-like retrotransposon family, has a 0. P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.320927659,0.836758267,0.878580534,0.516220347,0.856445062,0.681786374
4,245450_at,NA,NA,NA,NA,NA,0.306868539,0.841316873,0.886858789,0.519152453,0.871538172,0.685146965
4,245499_at,T,F,AT4G16480,INT4|ATINT4,inositol transporter 4,0.358421646,0.627383293,0.563360159,0.592998345,0.502514515,0.528935592
4,245542_at,T,F,AT4G15250,AT4G15250,B-box type zinc finger protein with CCT domain,0.00148722,0.788172487,0.702889112,0.559190344,0.663790614,0.543105955
4,245544_at,T,F,AT4G15270,AT4G15270,glucosyltransferase-related,0.166416468,0.744062103,0.907088198,0.540912375,0.808640104,0.63342385
4,245550_at,T,F,AT4G15330,CYP705A1,"cytochrome P450, family 705, subfamily A, polypeptide 1",0.146546411,0.708462314,0.804218498,0.505374822,0.694153127,0.571751034
4,245556_at,T,F,AT4G15400,AT4G15400,HXXXD-type acyl-transferase family protein,0.090291213,0.832372467,0.910843117,0.502425618,0.840866768,0.635359836
4,245565_at,T,F,AT4G14605,AT4G14605,Mitochondrial transcription termination factor family protein,0.189793319,0.700582564,0.86743303,0.549639943,0.785509256,0.618591623
4,245567_at,T,F,AT4G14630,GLP9,germin-like protein 9,0.115035956,0.796716666,0.85400477,0.521910928,0.862631475,0.630059959
4,245570_at,T,F,AT4G14670,CLPB2,casein lytic proteinase B2,0.293597609,0.575616757,0.735107339,0.511729925,0.753853937,0.573981114
4,245586_at,T,F,AT4G14980,AT4G14980,Cysteine/Histidine-rich C1 domain family protein,0.162369906,0.824707482,0.916895254,0.512747999,0.863489724,0.656042073
4,245588_at,T,F,AT4G15030,AT4G15030,CONTAINS InterPro DOMAIN/s: Folate-sensitive fragile site protein Fra10Ac1 (InterPro:IPR019129); Has 8455 Blast hits to 5700 proteins in 376 species: Archae - 6; Bacteria - 264; Metazoa - 3820; Fungi - 744; Plants - 645; Viruses - 76; Other Eukaryotes - 2900 (source: NCBI BLink).,0.012314482,0.611327589,0.746882227,0.527583935,0.697711806,0.519164008
4,245595_at,T,F,AT4G14170,AT4G14170,Pentatricopeptide repeat (PPR) superfamily protein,0.138561769,0.835674268,0.839207125,0.507495548,0.781984889,0.62058472
4,245597_at,T,F,AT4G14190,AT4G14190,Pentatricopeptide repeat (PPR) superfamily protein,0.234803418,0.717935828,0.889732505,0.513939694,0.862715746,0.643825438
4,245601_at,T,F,AT4G14240,AT4G14240,CBS domain-containing protein with a domain of unknown function (DUF21),0.158338411,0.742153104,0.91561147,0.523722212,0.864741315,0.640913302
4,245611_at,T,F,AT4G14390,AT4G14390,Ankyrin repeat family protein,0.117594899,0.786637755,0.842799993,0.537681239,0.864907127,0.629924203
4,245615_at,T,F,AT4G14470,AT4G14470,"non-LTR retrotransposon family (LINE), has a 2.1e-25 P-value blast match to GB:AAB41224 ORF2 (LINE-element) (Rattus norvegicus)",0.094076341,0.761626867,0.756580756,0.618871766,0.687307004,0.583692547
4,245633_at,T,F,AT1G25280,AtTLP10|TLP10,tubby like protein 10,0.191972434,0.844715813,0.918308114,0.519632684,0.878660364,0.670657882
4,245656_at,T,F,AT1G56620,AT1G56620,Plant invertase/pectin methylesterase inhibitor superfamily protein,0.073046395,0.653631351,0.838435864,0.51552056,0.767374349,0.569601704
4,245657_at,T,F,AT1G56720,AT1G56720,Protein kinase superfamily protein,0.3108349,0.622618279,0.704498531,0.609847368,0.569903381,0.563540492
4,245662_at,T,F,AT1G28190,AT1G28190,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G12340.1); Has 166 Blast hits to 162 proteins in 36 species: Archae - 0; Bacteria - 2; Metazoa - 15; Fungi - 5; Plants - 124; Viruses - 0; Other Eukaryotes - 20 (source: NCBI BLink).,0.180183157,0.568676096,0.684129429,0.522759255,0.594823691,0.510114326
4,245666_at,T,F,AT1G28280,AT1G28280,VQ motif-containing protein,0.216373922,0.752114352,0.758007929,0.576078001,0.676442549,0.595803351
4,245675_at,F,NA,AT1G56675,AT1G56675,"copia-like retrotransposon family, has a 1.7e-196 P-value blast match to GB:AAC02666 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)",0.090579623,0.60780448,0.783161886,0.501330178,0.629414438,0.522458121
4,245688_at,T,F,AT1G28290,AGP31,arabinogalactan protein 31,0.087042679,0.818062981,0.908388442,0.503176522,0.833426244,0.630019374
4,245689_at,T,F,AT5G04120,AT5G04120,Phosphoglycerate mutase family protein,0.021063336,0.653662333,0.819125056,0.500585046,0.644058408,0.527698836
4,245696_at,T,F,AT5G04190,PKS4,phytochrome kinase substrate 4,0.183581222,0.550839351,0.796893345,0.545036694,0.613895221,0.538049167
4,245715_s_at,F,NA,AT5G08670,AT5G08670,ATP synthase alpha/beta family protein,0.190227069,0.8055324,0.905563275,0.506157472,0.874923292,0.656480702
4,245730_at,T,F,AT1G73470,AT1G73470,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 72 Blast hits to 72 proteins in 35 species: Archae - 0; Bacteria - 50; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.259133899,0.866960775,0.872484385,0.538940397,0.817678789,0.671039649
4,245736_at,T,F,AT1G73330,ATDR4|DR4,drought-repressed 4,0.200192235,0.701384127,0.912152034,0.524426194,0.771639809,0.62195888
4,245740_at,T,F,AT1G44100,AAP5,amino acid permease 5,0.295919035,0.777466795,0.589079145,0.532649208,0.618014714,0.562625779
4,245759_at,T,F,AT1G66900,AT1G66900,alpha/beta-Hydrolases superfamily protein,0.3837785,0.73135075,0.747882798,0.542811547,0.754049989,0.631974717
4,245761_at,T,F,AT1G66890,AT1G66890,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: 50S ribosomal protein-related (TAIR:AT5G16200.1); Has 36 Blast hits to 36 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.151112732,0.785911471,0.652607986,0.551104765,0.563021046,0.5407516
4,245795_at,T,F,AT1G32160,AT1G32160,Protein of unknown function (DUF760),0.148661996,0.834627863,0.907668056,0.519129058,0.850455445,0.652108483
4,245816_at,T,F,AT1G26210,ATSOFL1|SOFL1,SOB five-like 1,0.227283537,0.832912203,0.878940539,0.514319522,0.807668289,0.652224818
4,245819_at,T,F,AT1G26310,CAL1|AGL10|CAL,K-box region and MADS-box transcription factor family protein,0.051994675,0.71476636,0.715806516,0.546602448,0.622064137,0.530246827
4,245821_at,T,F,AT1G26270,AT1G26270,Phosphatidylinositol 3- and 4-kinase family protein,0.294203232,0.802535277,0.854543199,0.506491378,0.900614984,0.671677614
4,245828_at,T,F,AT1G57820,VIM1|ORTH2,Zinc finger (C3HC4-type RING finger) family protein,0.107546083,0.794112607,0.837860066,0.51138978,0.755703518,0.601322411
4,245832_at,T,F,AT1G48850,EMB1144,"chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative",0.253399602,0.84463026,0.808169847,0.534530572,0.674961837,0.623138424
4,245838_at,T,F,AT1G58410,AT1G58410,Disease resistance protein (CC-NBS-LRR class) family,0.155202395,0.800017477,0.888603463,0.516686552,0.873561057,0.646814189
4,245841_s_at,F,NA,AT1G58983,AT1G58983,Ribosomal protein S5 family protein,0.23625725,0.861900541,0.871921828,0.514289733,0.8608977,0.66905341
4,245854_at,T,F,AT5G13490,AAC2,ADP/ATP carrier 2,0.159212854,0.861394958,0.84376438,0.504616814,0.69492009,0.612781819
4,245879_at,T,F,AT5G09420,ATTOC64-V|TOC64-V|MTOM64,translocon at the outer membrane of chloroplasts 64-V,0.164385127,0.863577467,0.839723335,0.501531634,0.815502818,0.636944076
4,245903_at,T,F,AT5G11100,SYTD|SYT4|ATSYTD|NTMC2TYPE2.2|NTMC2T2.2,Calcium-dependent lipid-binding (CaLB domain) family protein,0.134280579,0.822991915,0.922623968,0.505976256,0.847639321,0.646702408
4,245904_at,T,F,AT5G11110,KNS2|SPS1|ATSPS2F|SPS2F,sucrose phosphate synthase 2F,0.190587521,0.813555136,0.88322397,0.534842161,0.892786763,0.66299911
4,245929_at,T,F,AT5G24760,AT5G24760,GroES-like zinc-binding dehydrogenase family protein,0.246019836,0.857263437,0.874154549,0.510181882,0.81053468,0.659630877
4,245932_at,T,F,AT5G09290,AT5G09290,Inositol monophosphatase family protein,0.122639041,0.759970091,0.863154599,0.508849997,0.870762646,0.625075275
4,245942_at,T,F,AT5G19490,AT5G19490,Histone superfamily protein,0.151788474,0.82104515,0.875287835,0.528434683,0.782380332,0.631787295
4,245951_at,T,F,AT5G19550,AAT2|ASP2,aspartate aminotransferase 2,0.240461192,0.771159772,0.881238663,0.516894055,0.894949594,0.660940655
4,245962_at,T,F,AT5G19700,AT5G19700,MATE efflux family protein,0.111495361,0.742041294,0.84918029,0.534546468,0.719427417,0.591338166
4,245976_at,T,F,AT5G13080,WRKY75|ATWRKY75,WRKY DNA-binding protein 75,0.230653463,0.748460154,0.917577193,0.507414896,0.853917603,0.651604662
4,245998_at,T,F,AT5G20830,ASUS1|SUS1|atsus1,sucrose synthase 1,0.163638601,0.750710665,0.855735294,0.570821709,0.859302297,0.640041713
4,246007_at,T,F,AT5G08410,FTRA2,ferredoxin/thioredoxin reductase subunit A (variable subunit) 2,0.203980683,0.885893953,0.877864998,0.516555112,0.851769617,0.667212872
4,246011_at,T,F,AT5G08330,AT5G08330,TCP family transcription factor,0.310152063,0.770163441,0.92633647,0.537792144,0.775759246,0.664040673
4,246015_at,T,F,AT5G10700,AT5G10700,Peptidyl-tRNA hydrolase II (PTH2) family protein,0.234895038,0.858308488,0.742989301,0.570906264,0.791638776,0.639747573
4,246029_at,T,F,AT5G21090,AT5G21090,Leucine-rich repeat (LRR) family protein,0.312224812,0.564747503,0.624613389,0.533231212,0.598237394,0.526610862
4,246035_at,T,F,AT5G08300,AT5G08300,"Succinyl-CoA ligase, alpha subunit",0.210516462,0.836856646,0.914336792,0.515742513,0.83513667,0.662517817
4,246036_at,T,F,AT5G08370,AtAGAL2|AGAL2,alpha-galactosidase 2,0.121449622,0.844818387,0.785315768,0.512894428,0.829050259,0.618705693
4,246044_at,T,F,AT5G19450,CPK8|CDPK19,calcium-dependent protein kinase 19,0.058240278,0.713530916,0.662948449,0.534929787,0.666850824,0.527300051
4,246053_at,T,F,AT5G08340,AT5G08340,Nucleotidylyl transferase superfamily protein,0.196775336,0.853854981,0.828776992,0.548445737,0.778725049,0.641315619
4,246121_at,T,F,AT5G20370,AT5G20370,serine-rich protein-related,0.013438246,0.59616054,0.761435215,0.533518394,0.52838084,0.486586647
4,246122_at,T,F,AT5G20380,PHT4;5,phosphate transporter 4;5,0.098242989,0.733651728,0.917696111,0.511444347,0.805552609,0.613317557
4,246153_s_at,F,NA,AT5G20010,RAN-1|ATRAN1|RAN1,RAS-related nuclear protein-1,0.194894061,0.84660702,0.91870635,0.511463356,0.889465468,0.672227251
4,246154_at,T,F,AT5G19940,AT5G19940,Plastid-lipid associated protein PAP / fibrillin family protein,0.214544556,0.803103822,0.943054841,0.532416926,0.854318191,0.669487667
4,246170_at,T,F,AT5G32450,AT5G32450,RNA binding (RRM/RBD/RNP motifs) family protein,0.222916365,0.769563564,0.803441387,0.614711051,0.715183374,0.625163148
4,246183_at,T,F,AT5G20940,AT5G20940,Glycosyl hydrolase family protein,0.083237483,0.782443139,0.848386435,0.585882418,0.754043508,0.610798597
4,246199_at,T,F,AT4G36530,AT4G36530,alpha/beta-Hydrolases superfamily protein,0.129778923,0.82645958,0.915506672,0.506300773,0.869566813,0.649522552
4,246214_at,F,NA,AT4G36988,CPuORF49,conserved peptide upstream open reading frame 49,0.200479036,0.805610017,0.924070135,0.545034102,0.818687491,0.658776156
4,246220_at,T,F,AT4G37210,AT4G37210,Tetratricopeptide repeat (TPR)-like superfamily protein,0.150603498,0.841717797,0.863686298,0.500312432,0.831295585,0.637523122
4,246226_at,T,F,AT4G37200,HCF164,Thioredoxin superfamily protein,0.168575725,0.813084965,0.921677664,0.517742342,0.880204236,0.660256986
4,246228_at,T,F,AT4G36430,AT4G36430,Peroxidase superfamily protein,0.191553644,0.780641083,0.948580117,0.517513273,0.838939535,0.65544553
4,246251_at,T,F,AT4G37220,AT4G37220,Cold acclimation protein WCOR413 family,0.206702622,0.638694227,0.833339831,0.546273432,0.665367509,0.578075524
4,246269_at,T,F,AT4G37110,AT4G37110,Zinc-finger domain of monoamine-oxidase A repressor R1,2.86E-01,0.777469534,0.879348785,0.53235902,0.803756154,6.56E-01
4,246290_at,T,F,AT3G56800,acam-3|CAM3,calmodulin 3,1.26E-04,0.778313101,0.603875667,0.507413527,0.603982086,4.99E-01
4,246296_at,T,F,AT3G56750,AT3G56750,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G41150.2); Has 128 Blast hits to 128 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 117; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).,0.117404595,0.810809005,0.726862494,0.527124578,0.567936358,0.550027406
4,246297_at,T,F,AT3G51760,AT3G51760,Protein of unknown function (DUF688),0.136927189,0.791958249,0.912393758,0.500825854,0.863503732,0.641121756
4,246302_at,T,F,AT3G51860,CAX1-LIKE|ATHCX1|ATCAX3|CAX3,cation exchanger 3,0.330811229,0.555147796,0.801983345,0.516791352,0.582090819,0.557364908
4,246327_at,T,F,AT1G16670,AT1G16670,Protein kinase superfamily protein,0.089864803,0.699048562,0.713802889,0.580861254,0.686149229,0.553945347
4,246332_at,T,F,AT3G44830,AT3G44830,Lecithin:cholesterol acyltransferase family protein,0.294571396,0.777863896,0.876407229,0.54713428,0.814734834,0.662142327
4,246337_at,T,F,AT3G44910,ATCHX12|CHX12,cation/H+ exchanger 12,0.129483071,0.628538083,0.682048305,0.532480411,0.837991869,0.562108348
4,246341_x_at,T,F,AT3G43150,AT3G43150,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G11010.1); Has 34 Blast hits to 32 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.169954063,0.538179164,0.73929519,0.504047886,0.685374413,0.527370143
4,246383_at,T,F,AT1G77360,AT1G77360,Tetratricopeptide repeat (TPR)-like superfamily protein,0.044216305,0.61851467,0.708613587,0.531675859,0.55904716,0.492413516
4,246393_at,T,F,AT1G58150,AT1G58150,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: in 9 processes; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.079629119,0.534130768,0.692672683,0.52329567,0.696242611,0.50519417
4,246420_at,T,F,AT5G16870,AT5G16870,Peptidyl-tRNA hydrolase II (PTH2) family protein,0.433222245,0.638031461,0.588202046,0.518354765,0.693514097,0.574264923
4,246422_at,T,F,AT5G17060,ATARFB1B|ARFB1B,ADP-ribosylation factor B1B,0.175907746,0.874863606,0.882167588,0.565760405,0.833056188,0.666351106
4,246424_at,T,F,AT5G17020,ATCRM1|ATXPO1|XPO1|HIT2|XPO1A,exportin 1A,0.136991714,0.796388669,0.809093215,0.615028993,0.72894983,0.617290484
4,246449_at,T,F,AT5G16810,AT5G16810,Protein kinase superfamily protein,0.300514312,0.802534761,0.938115483,0.524565684,0.845251932,0.682196435
4,246455_at,T,F,AT5G16790,THO7|AtTHO7,Tho complex subunit 7/Mft1p,0.065464548,0.622749373,0.737974577,0.511920646,0.590729122,0.505767653
4,246460_at,T,F,AT5G16910,CSLD2|ATCSLD2,cellulose-synthase like D2,0.052159091,0.715167962,0.790604513,0.5259221,0.75895292,0.568561317
4,246484_at,T,F,AT5G16040,AT5G16040,Regulator of chromosome condensation (RCC1) family protein,0.060496604,0.695266335,0.856431058,0.597933989,0.723050867,0.586635771
4,246485_at,T,F,AT5G16080,AtCXE17|CXE17,carboxyesterase 17,0.203086874,0.689929217,0.628693594,0.513511333,0.553264955,0.517697194
4,246487_at,T,F,AT5G16030,AT5G16030,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G02500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.189126709,0.823734919,0.928718364,0.515750098,0.853513914,0.662168801
4,246493_at,T,F,AT5G16180,CRS1|ATCRS1,ortholog of maize chloroplast splicing factor CRS1,0.166613645,0.846667412,0.859208077,0.551638433,0.783323281,0.64149017
4,246502_at,T,F,AT5G16240,AT5G16240,Plant stearoyl-acyl-carrier-protein desaturase family protein,0.358994406,0.778371094,0.848960847,0.565981309,0.828437641,0.676149059
4,246508_at,T,F,AT5G16150,GLT1|PGLCT,plastidic GLC translocator,0.355391369,0.823547079,0.763734542,0.554962699,0.752732384,0.650073615
4,246510_at,T,F,AT5G15410,CNGC2|DND1|ATCNGC2,Cyclic nucleotide-regulated ion channel family protein,0.18260851,0.823769315,0.92306981,0.501604673,0.877955244,0.66180151
4,246529_at,T,F,AT5G15730,AT5G15730,Protein kinase superfamily protein,0.201863959,0.782859249,0.92262903,0.502181944,0.79364627,0.64063609
4,246551_at,T,F,AT5G15070,AT5G15070,Phosphoglycerate mutase-like family protein,0.017930911,0.771719814,0.716286752,0.519066217,0.714974054,0.547995549
