nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,coldabvavg,,,,,,,,,,,,,
4,251797_at,T,F,AT3G55560,AGF2|AHL15,AT-hook protein of GA feedback 2,0.622010934,0.534403579,0.541219912,0.118496623,0.614071058,0.486040421,TRUE,,,,,,,,,,,,,
4,251927_at,T,F,AT3G53990,AT3G53990,Adenine nucleotide alpha hydrolases-like superfamily protein,0.594693883,0.660240408,0.511560213,0.538119303,0.033456035,0.467613968,TRUE,,,,,,,,,,,,,
4,252102_at,T,F,AT3G50970,LTI30|XERO2,dehydrin family protein,0.516884261,0.584345966,0.508575319,0.513309923,0.112861853,0.447195465,FALSE,,,,,,,,,,,,,
4,252105_at,T,F,AT3G51470,AT3G51470,Protein phosphatase 2C family protein,0.51962564,0.679146161,0.570105013,0.594059666,0.106214395,0.493830175,TRUE,,,,,,,,,,,,,
4,252390_at,T,F,AT3G47836,AT3G47836,unknown protein; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.007884194,0.503496123,0.719551686,0.545681079,0.571769369,0.46967649,TRUE,,,,,,,,,,,,,
4,254077_at,T,F,AT4G25640,DTX35|FFT|ATDTX35,detoxifying efflux carrier 35,0.515101167,0.640244334,0.500883842,0.506686643,0.053596282,0.443302453,FALSE,,,,,,,,,,,,,
4,254532_at,T,F,AT4G19660,ATNPR4|NPR4,NPR1-like protein 4,0.706044069,0.51713171,0.500917089,0.035852696,0.778341925,0.507657498,TRUE,,,,,,,,,,,,,
4,254547_at,T,F,AT4G19860,AT4G19860,alpha/beta-Hydrolases superfamily protein,0.808597531,0.508392724,0.501829529,0.036732707,0.842730983,0.539656695,TRUE,,,,,,,,,,,,,
4,254611_at,T,F,AT4G19095,AT4G19095,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.729067589,0.546576535,0.519610768,0.084105933,0.662498885,0.508371942,TRUE,,,,,,,,,,,,,
4,255331_at,T,F,AT4G04330,AT4G04330,Chaperonin-like RbcX protein,0.838381383,0.527039889,0.51501687,0.025882375,0.848346761,0.550933456,TRUE,,,,,,,,,,,,,
4,255980_at,T,F,AT1G33970,AT1G33970,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.566724896,0.715868189,0.563308171,0.564830903,0.044181315,0.490982695,TRUE,,,,,,,,,,,,,
4,256092_at,T,F,AT1G20696,HMGB3|NFD03|NFD3,high mobility group B3,0.59281271,0.679951491,0.576887891,0.513354759,0.053396632,0.483280697,TRUE,,,,,,,,,,,,,
4,256242_at,T,F,AT3G12380,ARP5|ATARP5,actin-related protein 5,0.727908577,0.527046698,0.583430038,0.155547265,0.710485202,0.540883556,TRUE,,,,,,,,,,,,,
4,257636_at,T,F,AT3G26200,CYP71B22,"cytochrome P450, family 71, subfamily B, polypeptide 22",0.05176757,0.543379607,0.708452701,0.641316398,0.515239317,0.492031118,TRUE,,,,,,,,,,,,,
4,257852_at,T,F,AT3G12950,AT3G12950,Trypsin family protein,0.84060541,0.548771925,0.560143545,0.228634895,0.846331404,0.604897436,TRUE,,,,,,,,,,,,,
4,258099_at,T,F,AT3G23540,AT3G23540,alpha/beta-Hydrolases superfamily protein,0.739141868,0.560295878,0.577318364,0.097057539,0.739705276,0.542703785,TRUE,,,,,,,,,,,,,
4,258229_at,T,F,AT3G27700,AT3G27700,zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein,0.750625946,0.636554804,0.356911453,0.523765998,0.514919927,0.556555626,TRUE,,,,,,,,,,,,,
4,258549_at,T,F,AT3G06930,ATPRMT4B|PRMT4B,protein arginine methyltransferase 4B,0.675132211,0.516647025,0.513606072,0.322615819,0.685971635,0.542794553,TRUE,,,,,,,,,,,,,
4,258601_at,T,F,AT3G02760,AT3G02760,Class II aaRS and biotin synthetases superfamily protein,0.06851371,0.544885236,0.824803207,0.512911207,0.522655425,0.494753757,TRUE,,,,,,,,,,,,,
4,258735_at,T,F,AT3G05880,RCI2A,Low temperature and salt responsive protein family,0.544915395,0.575157458,0.524696364,0.553934617,0.087872801,0.457315327,TRUE,,,,,,,,,,,,,
4,259232_at,T,F,AT3G11420,AT3G11420,Protein of unknown function (DUF604),0.53632461,0.679247672,0.522333969,0.520126879,0.048425951,0.461291816,TRUE,,,,,,,,,,,,,
4,260954_at,T,F,AT1G06130,GLX2-4,glyoxalase 2-4,0.025299569,0.514238922,0.712384955,0.670090113,0.530304034,0.490463519,TRUE,,,,,,,,,,,,,
4,260987_at,T,F,AT1G53590,NTMC2T6.1|NTMC2TYPE6.1,Calcium-dependent lipid-binding (CaLB domain) family protein,0.546440998,0.786408265,0.542897123,0.62287691,0.052060743,0.510136808,TRUE,,,,,,,,,,,,,
4,261223_at,T,F,AT1G19950,HVA22H,HVA22-like protein H (ATHVA22H),0.533386051,0.720002929,0.507443564,0.621510761,0.075402411,0.491549143,TRUE,,,,,,,,,,,,,
4,263947_at,T,F,AT2G35820,AT2G35820,ureidoglycolate hydrolases,0.086948389,0.521736944,0.699089786,0.534111909,0.525537337,0.473484873,TRUE,,,,,,,,,,,,,
4,264366_at,T,F,AT1G03250,AT1G03250,unknown protein; Has 89 Blast hits to 89 proteins in 31 species: Archae - 0; Bacteria - 0; Metazoa - 31; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).,0.782177791,0.562061274,0.502514161,0.01324436,0.839287892,0.539857095,TRUE,,,,,,,,,,,,,
4,264695_at,NA,NA,NA,NA,NA,0.590442711,0.700423064,0.503792516,0.567095937,0.012357824,0.47482241,TRUE,,,,,,,,,,,,,
4,264874_at,T,F,AT1G24240,AT1G24240,Ribosomal protein L19 family protein,0.10119889,0.51435394,0.528262818,0.588148825,0.528898352,0.452172565,FALSE,,,,,,,,,,,,,
4,265006_at,T,F,AT1G61570,TIM13,translocase of the inner mitochondrial membrane 13,0.111813152,0.539682029,0.727569497,0.624115597,0.517084681,0.504052991,TRUE,,,,,,,,,,,,,
4,265521_at,T,F,AT2G06010,ORG4,OBP3-responsive gene 4,0.510155464,0.607270826,0.583372773,0.537300177,0.06588182,0.460796212,TRUE,,,,,,,,,,,,,
4,266348_at,T,F,AT2G01450,ATMPK17|MPK17,MAP kinase 17,0.78810236,0.508319784,0.528706364,0.046761878,0.883968491,0.551171775,TRUE,,,,,,,,,,,,,
4,266764_at,T,F,AT2G47050,AT2G47050,Plant invertase/pectin methylesterase inhibitor superfamily protein,0.191158196,0.549886387,0.632572424,0.725423037,0.515182561,0.522844521,TRUE,,,,,,,,,,,,,
4,267461_at,T,F,AT2G33830,AT2G33830,Dormancy/auxin associated family protein,0.501096723,0.505646782,0.529779763,0.50258518,0.102796394,0.428380968,FALSE,,,,,,,,,,,,,
3,244912_at,F,NA,ATMG00830,CCB382,cytochrome C biogenesis 382,0.515768877,0.206726916,0.726004355,0.153732587,0.850801622,0.490606872,TRUE,,,,,,,,,,,,,
3,244959_s_at,F,NA,ATMG00500,ORF141,hypothetical protein,0.629553032,0.335483488,0.511476001,0.205416737,0.809628837,0.498311619,TRUE,,,,,,,,,,,,,
3,244994_at,T,F,ATCG01010,NDHF,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 protein",0.547352411,0.18110159,0.82203293,0.008816874,0.768590445,0.46557885,TRUE,,,,,,,,,,,,,
3,245043_at,T,F,AT2G26430,ATRCY1|RCY1,arginine-rich cyclin 1,0.73344122,0.335586824,0.548276903,0.092975973,0.791275062,0.500311196,TRUE,,,,,,,,,,,,,
3,245057_at,T,F,AT2G26490,AT2G26490,Transducin/WD40 repeat-like superfamily protein,0.633417867,0.560414183,0.370159828,0.040331374,0.671974016,0.455259454,FALSE,,,,,,,,,,,,,
3,245063_at,T,F,AT2G39795,AT2G39795,Mitochondrial glycoprotein family protein,0.079747313,0.524734335,0.841888997,0.475156772,0.510713705,0.486448224,TRUE,,,,,,,,,,,,,
3,245067_at,T,F,AT2G39780,RNS2,ribonuclease 2,0.667515337,0.245281046,0.698919126,0.07943359,0.931600537,0.524549927,TRUE,,,,,,,,,,,,,
3,245080_at,T,F,AT2G23300,AT2G23300,Leucine-rich repeat protein kinase family protein,0.521120772,0.173017401,0.818682651,0.173633163,0.875896941,0.512470185,TRUE,,,,,,,,,,,,,
3,245084_at,T,F,AT2G23290,MYB70|AtMYB70,myb domain protein 70,0.845860731,0.568518328,0.10338132,0.051712656,0.599494859,0.433793579,FALSE,,,,,,,,,,,,,
3,245096_at,T,F,AT2G40880,ATCYSA|CYSA|FL3-27,cystatin A,0.596884947,0.246921561,0.550429873,0.203941026,0.894084185,0.498452318,TRUE,,,,,,,,,,,,,
3,245098_at,T,F,AT2G40940,ERS1|ERS,ethylene response sensor 1,0.064345823,0.406807016,0.820212729,0.509116438,0.558003518,0.471697105,TRUE,,,,,,,,,,,,,
3,245100_at,T,F,AT2G40930,ATUBP5|PDE323|UBP5,ubiquitin-specific protease 5,0.597444864,0.667390306,0.535997886,0.312078821,0.119613406,0.446505057,FALSE,,,,,,,,,,,,,
3,245131_s_at,F,NA,AT2G45330,emb1067,"RNA 2'-phosphotransferase, Tpt1 / KptA family",0.762484341,0.394039806,0.562029789,0.046689704,0.924475857,0.537943899,TRUE,,,,,,,,,,,,,
3,245141_at,T,F,AT2G45400,BEN1,NAD(P)-binding Rossmann-fold superfamily protein,0.547083912,0.282021245,0.659710041,0.210978709,0.813666105,0.502692002,TRUE,,,,,,,,,,,,,
3,245162_at,T,F,AT2G33240,ATXID|XID,myosin XI D,0.244458033,0.035518949,0.554483616,0.515291507,0.764325246,0.42281547,FALSE,,,,,,,,,,,,,
3,245171_at,T,F,AT2G47560,AT2G47560,RING/U-box superfamily protein,0.615438759,0.195947408,0.713055873,0.079570299,0.895460174,0.499894503,TRUE,,,,,,,,,,,,,
3,245174_at,T,F,AT2G47500,AT2G47500,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain,0.677031815,0.473101963,0.5864307,0.067109399,0.797350299,0.520204835,TRUE,,,,,,,,,,,,,
3,245178_at,T,F,AT5G12390,FIS1B,Tetratricopeptide repeat (TPR)-like superfamily protein,0.347463586,0.744695607,0.703178596,0.591197264,0.341590302,0.545625071,TRUE,,,,,,,,,,,,,
3,245188_at,T,F,AT1G67660,AT1G67660,"Restriction endonuclease, type II-like superfamily protein",0.839845323,0.596391962,0.483654798,0.073356652,0.820978933,0.562845534,TRUE,,,,,,,,,,,,,
3,245190_at,T,F,AT1G67690,AT1G67690,Zincin-like metalloproteases family protein,0.536577897,0.214386395,0.525619339,0.225526249,0.582876939,0.416997364,FALSE,,,,,,,,,,,,,
3,245199_at,T,F,AT1G67730,KCR1|ATKCR1|YBR159,beta-ketoacyl reductase 1,0.709297482,0.388434921,0.700755891,0.046164027,0.911972386,0.551324941,TRUE,,,,,,,,,,,,,
3,245200_at,T,F,AT1G67850,AT1G67850,Protein of unknown function (DUF707),0.817784404,0.644822111,0.175347635,0.062762751,0.77135869,0.494415118,TRUE,,,,,,,,,,,,,
3,245207_at,T,F,AT5G12310,AT5G12310,RING/U-box superfamily protein,0.848745675,0.819511889,0.190572779,0.5080979,0.347866612,0.542958971,TRUE,,,,,,,,,,,,,
3,245224_at,T,F,AT3G29796,AT3G29796,unknown protein; Has 28 Blast hits to 20 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 18; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink).,0.139388247,0.178777326,0.608233098,0.536056478,0.681935439,0.428878118,FALSE,,,,,,,,,,,,,
3,245225_at,T,F,AT3G29800,AT3G29800,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.508796344,0.169379816,0.681295315,0.213805129,0.794175735,0.473490468,TRUE,,,,,,,,,,,,,
3,245228_at,T,F,AT3G29810,COBL2,COBRA-like protein 2 precursor,0.634899086,0.353093243,0.587246641,0.155687407,0.93444387,0.533074049,TRUE,,,,,,,,,,,,,
3,245237_at,T,F,AT4G25520,SLK1,SEUSS-like 1,0.844858461,0.596754679,0.066414916,0.128860832,0.577156693,0.442809116,FALSE,,,,,,,,,,,,,
3,245238_at,T,F,AT4G25570,ACYB-2,Cytochrome b561/ferric reductase transmembrane protein family,0.752896379,0.385932206,0.524864412,0.009395545,0.785681904,0.491754089,TRUE,,,,,,,,,,,,,
3,245239_at,T,F,AT4G25530,HDG6|FWA,FLOWERING WAGENINGEN,0.302457338,0.122787094,0.68800472,0.537970476,0.734643681,0.477172662,TRUE,,,,,,,,,,,,,
3,245246_at,T,F,AT1G44224,AT1G44224,ECA1 gametogenesis related family protein,0.276924734,0.132651574,0.604354761,0.57184082,0.768724585,0.470899295,TRUE,,,,,,,,,,,,,
3,245248_at,T,F,AT4G15415,ATB' GAMMA,Protein phosphatase 2A regulatory B subunit family protein,0.648305721,0.729429775,0.268562297,0.526049904,0.165181466,0.467505833,TRUE,,,,,,,,,,,,,
3,245252_at,T,F,AT4G17500,ATERF-1|ERF-1,ethylene responsive element binding factor 1,0.679787887,0.443271444,0.575899943,0.185672933,0.802834664,0.537493374,TRUE,,,,,,,,,,,,,
3,245254_at,T,F,AT4G14680,APS3,Pseudouridine synthase/archaeosine transglycosylase-like family protein,0.316647315,0.61988172,0.706323954,0.517091557,0.320084036,0.496005716,TRUE,,,,,,,,,,,,,
3,245273_at,T,F,AT4G14950,AT4G14950,SNARE associated Golgi protein family,0.721857135,0.369798817,0.708039469,0.123904566,0.799107942,0.544541586,TRUE,,,,,,,,,,,,,
3,245274_at,T,F,AT4G14360,AT4G14360,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.032484847,0.406632821,0.779677691,0.571328009,0.581201351,0.474264944,TRUE,,,,,,,,,,,,,
3,245276_at,T,F,AT4G16780,ATHB2|ATHB-2|HAT4|HB-2,homeobox protein 2,0.755898716,0.279478927,0.524782941,0.167352038,0.73725079,0.492952682,TRUE,,,,,,,,,,,,,
3,245277_at,T,F,AT4G15550,IAGLU,indole-3-acetate beta-D-glucosyltransferase,0.884653236,0.716434534,0.085128992,0.178907765,0.588213001,0.490667505,TRUE,,,,,,,,,,,,,
3,245282_at,T,F,AT4G14990,AT4G14990,Topoisomerase II-associated protein PAT1,0.616909681,0.132946086,0.648325652,0.247624216,0.890305533,0.507222233,TRUE,,,,,,,,,,,,,
3,245290_at,T,F,AT4G16490,AT4G16490,ARM repeat superfamily protein,0.541215351,0.24909692,0.663996354,0.205967176,0.842793157,0.500613791,TRUE,,,,,,,,,,,,,
3,245301_at,T,F,AT4G17190,FPS2,farnesyl diphosphate synthase 2,0.582126622,0.13464208,0.700896846,0.09433003,0.87416879,0.477232874,TRUE,,,,,,,,,,,,,
3,245303_at,T,F,AT4G17010,AT4G17010,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.737126275,0.306780072,0.683305457,0.004337526,0.915329242,0.529375714,TRUE,,,,,,,,,,,,,
3,245308_at,T,F,AT4G17486,AT4G17486,PPPDE putative thiol peptidase family protein,0.581961802,0.241455589,0.606613786,0.117995217,0.90253377,0.490112033,TRUE,,,,,,,,,,,,,
3,245319_at,T,F,AT4G16146,AT4G16146,cAMP-regulated phosphoprotein 19-related protein,0.929079256,0.662120854,0.270828402,0.133675124,0.752644484,0.549669624,TRUE,,,,,,,,,,,,,
3,245320_at,T,F,AT4G16444,AT4G16444,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: CHD5-like protein (InterPro:IPR007514); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.566987206,0.123121629,0.669909559,0.256223648,0.893535229,0.501955454,TRUE,,,,,,,,,,,,,
3,245330_at,T,F,AT4G14930,AT4G14930,Survival protein SurE-like phosphatase/nucleotidase,0.391850008,0.579507477,0.690919363,0.507200123,0.160648512,0.466025097,TRUE,,,,,,,,,,,,,
3,245331_at,T,F,AT4G14410,bHLH104,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.740418844,0.499267131,0.57344376,0.051355876,0.8581987,0.544536862,TRUE,,,,,,,,,,,,,
3,245336_at,T,F,AT4G16515,RGF6,"Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9).",0.599717744,0.322841166,0.642705643,0.191406575,0.893495342,0.530033294,TRUE,,,,,,,,,,,,,
3,245338_at,T,F,AT4G16442,AT4G16442,Uncharacterised protein family (UPF0497),0.895702912,0.577025107,0.362325521,0.019283524,0.773731236,0.52561366,TRUE,,,,,,,,,,,,,
3,245339_at,T,F,AT4G16120,ATSEB1|COBL7|SEB1,COBRA-like protein-7 precursor,0.527094967,0.559442906,0.34653311,0.684656321,0.076773685,0.438900198,FALSE,,,,,,,,,,,,,
3,245341_at,T,F,AT4G16447,AT4G16447,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.511268291,0.024378934,0.556278888,0.021677126,0.634978494,0.349716346,FALSE,,,,,,,,,,,,,
3,245342_at,T,F,AT4G16720,AT4G16720,Ribosomal protein L23/L15e family protein,0.551349462,0.106170508,0.829300032,0.151696799,0.921463209,0.511996002,TRUE,,,,,,,,,,,,,
3,245343_at,T,F,AT4G15830,AT4G15830,ARM repeat superfamily protein,0.693171647,0.294842852,0.577784566,0.08454492,0.792402394,0.488549276,TRUE,,,,,,,,,,,,,
3,245352_at,T,F,AT4G15490,UGT84A3,UDP-Glycosyltransferase superfamily protein,0.780955008,0.415630792,0.626328945,0.016943531,0.878094739,0.543590603,TRUE,,,,,,,,,,,,,
3,245355_at,T,F,AT4G17390,AT4G17390,Ribosomal protein L23/L15e family protein,0.613869768,0.208813004,0.816245997,0.061414021,0.887319069,0.517532372,TRUE,,,,,,,,,,,,,
3,245360_at,T,F,AT4G16330,AT4G16330,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.675949335,0.189971368,0.504426446,0.162321064,0.828504417,0.472234526,TRUE,,,,,,,,,,,,,
3,245361_at,T,F,AT4G17790,AT4G17790,SNARE associated Golgi protein family,0.676841236,0.305197255,0.580698937,0.173852707,0.942592044,0.535836436,TRUE,,,,,,,,,,,,,
3,245362_at,T,F,AT4G17460,HAT1,Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein,0.913261904,0.733563228,0.170643813,0.205129951,0.614596407,0.52743906,TRUE,,,,,,,,,,,,,
3,245365_at,T,F,AT4G17720,AT4G17720,RNA-binding (RRM/RBD/RNP motifs) family protein,0.686398384,0.832733687,0.511632798,0.494714466,0.070460453,0.519187958,TRUE,,,,,,,,,,,,,
3,245372_at,T,F,AT4G15000,AT4G15000,Ribosomal L27e protein family,0.53155415,0.178190789,0.739063954,0.15035121,0.902597947,0.50035161,TRUE,,,,,,,,,,,,,
3,245376_at,T,F,AT4G17690,AT4G17690,Peroxidase superfamily protein,0.031728462,0.403968218,0.645281854,0.636758068,0.550698717,0.453687064,FALSE,,,,,,,,,,,,,
3,245386_at,T,F,AT4G14010,RALFL32,ralf-like 32,0.651158428,0.236778986,0.740057048,0.206803062,0.931971345,0.553353774,TRUE,,,,,,,,,,,,,
3,245402_at,T,F,AT4G17585,AT4G17585,Aluminium activated malate transporter family protein,0.019679578,0.188642215,0.61625053,0.573995707,0.537498949,0.387213396,FALSE,,,,,,,,,,,,,
3,245408_at,T,F,AT4G17180,AT4G17180,O-Glycosyl hydrolases family 17 protein,0.519670695,0.538693756,0.280134204,0.584141632,0.013150317,0.387158121,FALSE,,,,,,,,,,,,,
3,245415_at,T,F,AT4G17330,G2484-1|ATG2484-1,G2484-1 protein,0.708817651,0.612897289,0.325597724,0.39362356,0.57626049,0.523439343,TRUE,,,,,,,,,,,,,
3,245416_at,T,F,AT4G17350,AT4G17350,Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region,0.525778913,0.090291583,0.644388489,0.379941623,0.919966823,0.512073486,TRUE,,,,,,,,,,,,,
3,245420_at,T,F,AT4G17410,AT4G17410,"DWNN domain, a CCHC-type zinc finger",0.528515017,0.114900336,0.501940771,0.1348555,0.749489503,0.405940225,FALSE,,,,,,,,,,,,,
3,245423_at,T,F,AT4G17483,AT4G17483,alpha/beta-Hydrolases superfamily protein,0.565738083,0.219696673,0.724564891,0.145251919,0.922532934,0.5155569,TRUE,,,,,,,,,,,,,
3,245427_at,T,F,AT4G17550,AT4G17550,Major facilitator superfamily protein,0.78440495,0.619540383,0.001034899,0.111088226,0.62787232,0.428788156,FALSE,,,,,,,,,,,,,
3,245428_at,T,F,AT4G17570,GATA26,GATA transcription factor 26,0.76736991,0.597911544,0.142778608,0.020817242,0.714441762,0.448663813,FALSE,,,,,,,,,,,,,
3,245431_at,T,F,AT4G17080,AT4G17080,Histone H3 K4-specific methyltransferase SET7/9 family protein,0.807999345,0.727719155,0.086926323,0.175340794,0.557651823,0.471127488,TRUE,,,,,,,,,,,,,
3,245433_at,T,T,AT4G17140,AT4G17140,pleckstrin homology (PH) domain-containing protein,0.541522813,0.649488997,0.547981237,0.253582451,0.148529796,0.428221059,FALSE,,,,,,,,,,,,,
3,245434_at,T,T,AT4G17140,AT4G17140,pleckstrin homology (PH) domain-containing protein,0.563537638,0.675507796,0.568180225,0.324933985,0.116083886,0.449648706,FALSE,,,,,,,,,,,,,
3,245438_at,T,F,AT4G16650,AT4G16650,O-fucosyltransferase family protein,0.516108759,0.651867816,0.55404024,0.265030715,0.157488514,0.428907209,FALSE,,,,,,,,,,,,,
3,245440_at,T,F,AT4G16680,AT4G16680,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.006166485,0.410490415,0.691978676,0.609521491,0.647019933,0.4730354,TRUE,,,,,,,,,,,,,
3,245448_at,T,F,AT4G16860,RPP4,Disease resistance protein (TIR-NBS-LRR class) family,0.552286529,0.085736723,0.83696631,0.150499542,0.847977849,0.494693391,TRUE,,,,,,,,,,,,,
3,245449_at,T,F,AT4G16870,AT4G16870,"copia-like retrotransposon family, has a 0. P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.594140709,0.204393992,0.787584255,0.216879053,0.851937623,0.530987127,TRUE,,,,,,,,,,,,,
3,245451_at,T,F,AT4G16890,BAL|SNC1,"disease resistance protein (TIR-NBS-LRR class), putative",0.588606491,0.138942386,0.823265258,0.087559966,0.851731908,0.498021202,TRUE,,,,,,,,,,,,,
3,245456_at,T,F,AT4G16950,RPP5,Disease resistance protein (TIR-NBS-LRR class) family,0.587486775,0.116844408,0.699150873,0.126969982,0.836997926,0.473489993,TRUE,,,,,,,,,,,,,
3,245463_at,T,F,AT4G17030,AT-EXPR|EXPR|ATHEXP BETA 3.1|ATEXPR1|ATEXLB1|,expansin-like B1,0.747378105,0.571446878,0.186495615,0.135170086,0.648736734,0.457845484,TRUE,,,,,,,,,,,,,
3,245468_at,T,F,AT4G15980,AT4G15980,Plant invertase/pectin methylesterase inhibitor superfamily,0.710744763,0.539508431,0.37481366,0.013930941,0.721506053,0.472100769,TRUE,,,,,,,,,,,,,
