nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.258176_at,cor.258177_at,cor.258084_at,cor.245557_at,cor.251865_at,cor.255731_at,cor.246907_at,cor.256187_at,cor.258060_at,cor.259359_at
8,245572_at,T,F,AT4G14720,PPD2|TIFY4B,TIFY domain/Divergent CCT motif family protein,0.716869261,0.819142842,0.047744986,0.589360841,0.659594572,0.785112291,0.431090701,0.598806876,0.757729644,0.515600469
8,245604_at,T,F,AT4G14290,AT4G14290,alpha/beta-Hydrolases superfamily protein,0.731163166,0.831121513,0.162734312,0.742545287,0.754503896,0.75564872,0.259382621,0.501360268,0.834652846,0.670181806
8,245614_at,T,F,AT4G14460,AT4G14460,"copia-like retrotransposon family, has a 4.2e-253 P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea)",0.673054005,0.832991764,0.276786218,0.544894501,0.593327347,0.63358013,0.255735612,0.596451448,0.590919048,0.516123567
8,245625_at,T,F,AT4G14160,AT4G14160,Sec23/Sec24 protein transport family protein,0.842367893,0.515779724,0.032965494,0.548288161,0.506375779,0.912328292,0.173797981,0.555402338,0.618403308,0.532230228
8,245628_at,T,F,AT1G56650,SIAA1|PAP1|MYB75|ATMYB75,production of anthocyanin pigment 1,0.619919136,0.7738497,0.199247933,0.695570103,0.661827977,0.68790746,0.146341768,0.529736151,0.62739953,0.60772673
8,245632_at,T,F,AT1G25290,ATRBL10|RBL10,RHOMBOID-like protein 10,0.826419575,0.741867626,0.229532283,0.710658287,0.714633116,0.797067335,0.248118064,0.53413812,0.797475958,0.618759029
8,245633_at,T,F,AT1G25280,AtTLP10|TLP10,tubby like protein 10,0.746018315,0.807130047,0.23031789,0.764980579,0.777329698,0.728194385,0.184201897,0.518524754,0.807780776,0.720364813
8,245658_at,T,F,AT1G28270,RALFL4,ralf-like 4,0.638141559,0.695866655,0.005021029,0.661831071,0.607844024,0.650511505,0.128262057,0.579473204,0.648884973,0.684313217
8,245688_at,T,F,AT1G28290,AGP31,arabinogalactan protein 31,0.705324722,0.867575864,0.238487285,0.678437121,0.693362912,0.783152112,0.15496165,0.52827309,0.719315387,0.703014144
8,245691_at,T,F,AT5G04240,ELF6,Zinc finger (C2H2 type) family protein / transcription factor jumonji (jmj) family protein,0.662167856,0.780297625,0.23404456,0.547583953,0.645400062,0.685012777,0.20045627,0.57441617,0.570848012,0.618000679
8,245697_at,T,F,AT5G04200,AtMC9|MC9,metacaspase 9,0.770962766,0.747763761,0.181163459,0.578397403,0.612693195,0.823988849,0.226539456,0.579751766,0.65922163,0.555036758
8,245700_at,T,F,AT5G04180,ATACA3|ACA3,alpha carbonic anhydrase 3,0.740918589,0.829268116,0.065181533,0.654565967,0.648956717,0.706320127,0.263798052,0.587851061,0.779362538,0.622984122
8,245704_at,T,F,AT5G04290,SPT5L|KTF1,kow domain-containing transcription factor 1,0.644999822,0.869663143,0.042906535,0.563961265,0.649012112,0.671413087,0.301376163,0.647423665,0.657582086,0.556982124
8,245707_at,T,F,AT5G04400,anac077|NAC077,NAC domain containing protein 77,0.600881921,0.899830655,0.282052372,0.567127152,0.704563498,0.670292889,0.302518626,0.521360447,0.707406983,0.608060146
8,245715_s_at,F,NA,AT5G08670,AT5G08670,ATP synthase alpha/beta family protein,0.759986665,0.758793448,0.140158169,0.722611618,0.736190704,0.729891038,0.232018072,0.538043248,0.82602164,0.680162391
8,245730_at,T,F,AT1G73470,AT1G73470,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 72 Blast hits to 72 proteins in 35 species: Archae - 0; Bacteria - 50; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.83762726,0.724930639,0.162516457,0.675919209,0.713627209,0.765768762,0.319986891,0.506685625,0.830023693,0.569591528
8,245747_at,T,F,AT1G51100,AT1G51100,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.767597256,0.816435195,0.242978361,0.718316873,0.752478121,0.732605396,0.24047511,0.515241153,0.795245033,0.636308272
8,245765_at,T,F,AT1G33600,AT1G33600,Leucine-rich repeat (LRR) family protein,0.699592222,0.841554261,0.210013914,0.754238742,0.770930357,0.695283161,0.172233965,0.520484236,0.785925465,0.731409452
8,245767_at,T,F,AT1G33612,AT1G33612,Leucine-rich repeat (LRR) family protein,0.718834283,0.767848826,0.278363643,0.701422949,0.678133316,0.728490348,0.135337633,0.504891269,0.730170578,0.668945108
8,245769_at,T,F,AT1G30220,ATINT2|INT2,inositol transporter 2,0.74526233,0.754571507,0.09723783,0.578350704,0.57418344,0.816753625,0.353446831,0.580068883,0.728818593,0.526191534
8,245781_at,T,F,AT1G45976,SBP1,S-ribonuclease binding protein 1,0.759543047,0.777700726,0.136933771,0.60447572,0.699731441,0.763836672,0.405465981,0.576546318,0.762542068,0.553212619
8,245784_at,T,F,AT1G32190,AT1G32190,alpha/beta-Hydrolases superfamily protein,0.800116464,0.81302268,0.204368883,0.688772643,0.699420466,0.828095236,0.285288754,0.559741134,0.787964289,0.598536929
8,245794_at,T,F,AT1G32170,XTH30|XTR4,xyloglucan endotransglucosylase/hydrolase 30,0.720626991,0.791270957,0.196090288,0.707975267,0.724320692,0.686390628,0.222974509,0.543674711,0.778105978,0.654576969
8,245816_at,T,F,AT1G26210,ATSOFL1|SOFL1,SOB five-like 1,0.729153986,0.841436281,0.162021281,0.669088909,0.717683568,0.688347857,0.291089051,0.582841803,0.781344005,0.577098622
8,245818_at,T,F,AT1G26100,AT1G26100,Cytochrome b561/ferric reductase transmembrane protein family,0.584168731,0.888523774,0.146036436,0.664712732,0.632330747,0.636368643,0.095670876,0.5343607,0.620416653,0.667814827
8,245822_at,T,F,AT1G26110,DCP5,decapping 5,0.822059033,0.77436025,0.056879195,0.591114447,0.598416813,0.863085506,0.296536559,0.62476786,0.747816057,0.590201596
8,245824_at,T,F,AT1G57943,ATPUP17|PUP17,purine permease 17,0.614281802,0.688052009,0.100479428,0.715034073,0.614117281,0.563175362,0.137736342,0.55883263,0.668220076,0.650436204
8,245847_at,T,F,AT5G11050,MYB64|AtMYB64,myb domain protein 64,0.650130439,0.855049044,0.231262201,0.648611465,0.693911246,0.652320836,0.3030122,0.536963432,0.727676568,0.592108244
8,245849_at,T,F,AT5G13520,AT5G13520,peptidase M1 family protein,0.667460931,0.792856816,0.085854005,0.684649933,0.663651415,0.650691337,0.231568014,0.536114408,0.791943817,0.639349349
8,245851_at,T,T,AT5G13530,KEG,protein kinases;ubiquitin-protein ligases,0.762874143,0.756924181,0.120453985,0.650050015,0.669678822,0.744421051,0.312875511,0.567093567,0.8143352,0.625309442
8,245860_at,T,F,AT5G28310,AT5G28310,NAD(P)-binding Rossmann-fold superfamily protein,0.695047981,0.823897852,0.190567464,0.685380231,0.661659702,0.734649633,0.25030462,0.546094816,0.782117549,0.661197857
8,245868_at,T,F,AT1G58030,CAT2,cationic amino acid transporter 2,0.553314707,0.845878484,0.118357995,0.501058722,0.662141374,0.572012641,0.336039434,0.658076149,0.634720772,0.576094784
8,245874_at,NA,NA,NA,NA,NA,0.784167368,0.808614452,0.210086312,0.71878971,0.735089566,0.766879528,0.250155902,0.524271921,0.808980582,0.666119966
8,245891_at,T,F,AT5G09220,AAP2,amino acid permease 2,0.736057254,0.802105304,0.314315172,0.604317744,0.660304905,0.814458255,0.235582336,0.523141553,0.684556184,0.585157622
8,245902_at,T,F,AT5G11080,AT5G11080,Ubiquitin-like superfamily protein,0.689092593,0.714557504,0.101010838,0.575498149,0.581239266,0.643025065,0.33971881,0.527309482,0.750056694,0.519647898
8,245903_at,T,F,AT5G11100,SYTD|SYT4|ATSYTD|NTMC2TYPE2.2|NTMC2T2.2,Calcium-dependent lipid-binding (CaLB domain) family protein,0.735701297,0.791868194,0.268408638,0.717759177,0.705619246,0.718951253,0.124451969,0.52521621,0.765867452,0.691892464
8,245924_at,T,F,AT5G28750,AT5G28750,Bacterial sec-independent translocation protein mttA/Hcf106,0.759836882,0.822718402,0.215853972,0.747705639,0.752093678,0.760094155,0.216512398,0.502391902,0.818673782,0.690756065
8,245930_at,T,F,AT5G09240,AT5G09240,ssDNA-binding transcriptional regulator,0.717219217,0.785086722,0.226629251,0.698685349,0.729673518,0.737071553,0.160623538,0.542483296,0.733359241,0.733917685
8,245942_at,T,F,AT5G19490,AT5G19490,Histone superfamily protein,0.679877023,0.769343992,0.209713547,0.629400177,0.681914659,0.671150788,0.276148668,0.500870773,0.801117581,0.61050638
8,245949_at,T,F,AT5G19510,AT5G19510,Translation elongation  factor EF1B/ribosomal protein S6 family protein,0.786462397,0.784314322,0.204591572,0.672783555,0.691464911,0.776190578,0.316043903,0.536228598,0.785962672,0.556654015
8,245960_at,T,F,AT5G19660,ATSBT6.1|S1P|ATS1P,SITE-1 protease,0.742891309,0.755467677,0.085272617,0.666616813,0.687541949,0.755501372,0.280814239,0.528263249,0.811241166,0.650770036
8,245979_at,T,F,AT5G13150,EXO70C1|ATEXO70C1,exocyst subunit exo70 family protein C1,0.785532137,0.819639265,0.23612558,0.637897652,0.671031382,0.765165226,0.299151497,0.563746055,0.765444707,0.57771509
8,245989_s_at,T,F,AT5G20620,UBQ4,ubiquitin 4,0.507306157,0.793211315,0.019599668,0.634834217,0.621526827,0.545307385,0.11493798,0.516807333,0.665047901,0.728142415
8,245995_at,T,F,AT5G20770,AT5G20770,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G34820.1); similar to hypothetical protein 40.t00047 [Brassica oleracea] (GB:ABD65162.1),0.686998126,0.78795733,0.179170284,0.680745958,0.681439006,0.691937635,0.174738415,0.511805386,0.635720326,0.629490967
8,246008_at,T,F,AT5G08320,AT5G08320,"CONTAINS InterPro DOMAIN/s: E2F-associated phosphoprotein, C-terminal (InterPro:IPR019370); Has 149 Blast hits to 149 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 79; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 35 (source: NCBI BLink).",0.703379581,0.71198877,0.06611737,0.70002277,0.694344709,0.623394696,0.029916253,0.542911166,0.647591638,0.738308746
8,246017_at,T,F,AT5G10730,AT5G10730,NAD(P)-binding Rossmann-fold superfamily protein,0.731865097,0.806966153,0.07330988,0.625244747,0.616853105,0.678395865,0.238844462,0.629604257,0.742087202,0.623770575
8,246035_at,T,F,AT5G08300,AT5G08300,"Succinyl-CoA ligase, alpha subunit",0.807680026,0.706425801,0.121202427,0.731846281,0.682688955,0.779532768,0.200203231,0.505060592,0.792890467,0.63522368
8,246037_at,T,F,AT5G19420,AT5G19420,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,0.588615032,0.823250053,0.130670589,0.644310861,0.658176431,0.58520376,0.127575767,0.588598145,0.666074763,0.70958862
8,246050_s_at,F,NA,AT5G28850,AT5G28850,Calcium-binding EF-hand family protein,0.618054908,0.844943052,0.144871698,0.699180342,0.680465053,0.739258288,0.166171982,0.563107634,0.710618392,0.685352728
8,246061_at,T,F,AT5G19320,RANGAP2,RAN GTPase activating protein 2,0.731869181,0.795477404,0.11299291,0.711852514,0.656013222,0.71004691,0.170078616,0.537704675,0.78896087,0.681143289
8,246062_at,T,F,AT5G19330,ARIA,ARM repeat protein interacting with  ABF2,0.708187213,0.786321733,0.051396826,0.595536738,0.631978843,0.767774181,0.272399369,0.525822742,0.741778827,0.642839272
8,246063_at,T,F,AT5G19340,AT5G19340,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G05980.1); Has 1000 Blast hits to 906 proteins in 61 species: Archae - 0; Bacteria - 4; Metazoa - 62; Fungi - 36; Plants - 128; Viruses - 4; Other Eukaryotes - 766 (source: NCBI BLink).,0.699279548,0.832522345,0.237630393,0.701169143,0.723296741,0.736680082,0.175571783,0.536980956,0.730056971,0.672763901
8,246066_at,T,F,AT5G19400,SMG7,Telomerase activating protein Est1,0.752239121,0.581929141,0.027749528,0.511143033,0.513814733,0.69914442,0.109736046,0.528716985,0.570972976,0.583855478
8,246085_at,T,F,AT5G20540,BRXL4|ATBRXL4|BRX-LIKE4,BREVIS RADIX-like 4,0.734144947,0.819383946,0.077445983,0.670373684,0.693827087,0.691711664,0.221786785,0.600073268,0.730833774,0.641440879
8,246090_at,T,F,AT5G20520,WAV2,alpha/beta-Hydrolases superfamily protein,0.670187195,0.849855352,0.040808537,0.627427566,0.710321587,0.701552115,0.303371743,0.589498434,0.746489034,0.661166744
8,246109_at,T,F,AT5G20120,AT5G20120,unknown protein; Has 54 Blast hits to 54 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 18; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink).,0.624685391,0.81154497,0.110937141,0.528137121,0.577721291,0.736889225,0.163460078,0.656470992,0.540936226,0.609543335
8,246119_at,T,F,AT5G20350,TIP1,Ankyrin repeat family protein with DHHC zinc finger domain,0.553587752,0.865697688,0.274695213,0.652062595,0.72128996,0.595302813,0.147680381,0.526783926,0.640666768,0.685126911
8,246121_at,T,F,AT5G20370,AT5G20370,serine-rich protein-related,0.684110986,0.790652034,0.070299031,0.586017177,0.599222891,0.712477782,0.337222388,0.524135724,0.795047735,0.5211152
8,246123_at,T,F,AT5G20390,AT5G20390,Glycosyl hydrolase superfamily protein,0.575471246,0.608822178,0.098175281,0.535170761,0.563741948,0.554669903,0.166817786,0.533158351,0.683731289,0.620434711
8,246129_at,NA,NA,NA,NA,NA,0.658791592,0.79320177,0.061637289,0.587961073,0.625789859,0.658397085,0.29781404,0.622082908,0.617733752,0.550917011
8,246133_at,T,F,AT5G20960,ATAO|AAO1|AOalpha|AO1|AT-AO1|AtAO1,aldehyde oxidase 1,0.708482374,0.80585794,0.145163579,0.742940419,0.760213211,0.653125819,0.253494707,0.539690697,0.827939016,0.678735597
8,246144_at,T,F,AT5G20110,AT5G20110,Dynein light chain type 1 family protein,0.53728169,0.789399304,0.289074651,0.686419322,0.698135132,0.538938367,0.112435173,0.507643122,0.625243193,0.633593017
